Toilet,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,3350,-,3350
 Water seal (Improved pit latrine),54590,-,54590
 Pit (Traditional pit latrine),933,-,933
 Bucket (Surface latrine),2217,-,2217
 Other,230,-,230
 No toilet,356,-,356
 Total,61676,-,61676
NotApp :,993,*,*
AREA # 120102,Mingaladon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1769,626,2395
 Water seal (Improved pit latrine),39008,23524,62532
 Pit (Traditional pit latrine),464,334,798
 Bucket (Surface latrine),50,24,74
 Other,79,28,107
 No toilet,271,126,397
 Total,41641,24662,66303
NotApp :,1749,*,*
AREA # 120103,Hmawby,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,174,756,930
 Water seal (Improved pit latrine),5591,45427,51018
 Pit (Traditional pit latrine),102,1511,1613
 Bucket (Surface latrine),4,278,282
 Other,7,403,410
 No toilet,64,2152,2216
 Total,5942,50527,56469
NotApp :,902,*,*
AREA # 120104,Hlegu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,165,457,622
 Water seal (Improved pit latrine),8448,42269,50717
 Pit (Traditional pit latrine),24,1942,1966
 Bucket (Surface latrine),12,977,989
 Other,8,501,509
 No toilet,92,3128,3220
 Total,8749,49274,58023
NotApp :,1175,*,*
AREA # 120105,Taikkyi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,299,221,520
 Water seal (Improved pit latrine),17561,38026,55587
 Pit (Traditional pit latrine),1619,2298,3917
 Bucket (Surface latrine),43,444,487
 Other,251,245,496
 No toilet,586,5406,5992
 Total,20359,46640,66999
NotApp :,614,*,*
AREA # 120106,Htantabin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,28,198,226
 Water seal (Improved pit latrine),1612,24796,26408
 Pit (Traditional pit latrine),309,3299,3608
 Bucket (Surface latrine),16,876,892
 Other,7,109,116
 No toilet,84,2877,2961
 Total,2056,32155,34211
NotApp :,229,*,*
AREA # 120107,Shwepyitha,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1268,102,1370
 Water seal (Improved pit latrine),53344,14325,67669
 Pit (Traditional pit latrine),2497,696,3193
 Bucket (Surface latrine),452,10,462
 Other,174,7,181
 No toilet,776,124,900
 Total,58511,15264,73775
NotApp :,834,*,*
AREA # 120108,Hlinethaya,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2063,462,2525
 Water seal (Improved pit latrine),98655,39000,137655
 Pit (Traditional pit latrine),1645,1542,3187
 Bucket (Surface latrine),431,714,1145
 Other,286,348,634
 No toilet,727,2838,3565
 Total,103807,44904,148711
NotApp :,1246,*,*
AREA # 120201,Thingangyun,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,5796,-,5796
 Water seal (Improved pit latrine),36523,-,36523
 Pit (Traditional pit latrine),639,-,639
 Bucket (Surface latrine),35,-,35
 Other,88,-,88
 No toilet,239,-,239
 Total,43320,-,43320
NotApp :,265,*,*
AREA # 120202,Yankin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,5069,-,5069
 Water seal (Improved pit latrine),9428,-,9428
 Pit (Traditional pit latrine),35,-,35
 Bucket (Surface latrine),12,-,12
 Other,13,-,13
 No toilet,80,-,80
 Total,14637,-,14637
NotApp :,149,*,*
AREA # 120203,South Okkalapa,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,3279,-,3279
 Water seal (Improved pit latrine),28663,-,28663
 Pit (Traditional pit latrine),642,-,642
 Bucket (Surface latrine),56,-,56
 Other,12,-,12
 No toilet,73,-,73
 Total,32725,-,32725
NotApp :,418,*,*
AREA # 120204,North Okkalapa,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2789,-,2789
 Water seal (Improved pit latrine),59204,-,59204
 Pit (Traditional pit latrine),2152,-,2152
 Bucket (Surface latrine),319,-,319
 Other,25,-,25
 No toilet,267,-,267
 Total,64756,-,64756
NotApp :,946,*,*
AREA # 120205,Thakayta,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1810,-,1810
 Water seal (Improved pit latrine),41344,-,41344
 Pit (Traditional pit latrine),1686,-,1686
 Bucket (Surface latrine),386,-,386
 Other,28,-,28
 No toilet,202,-,202
 Total,45456,-,45456
NotApp :,451,*,*
AREA # 120206,Dawbon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,307,-,307
 Water seal (Improved pit latrine),13655,-,13655
 Pit (Traditional pit latrine),187,-,187
 Bucket (Surface latrine),152,-,152
 Other,72,-,72
 No toilet,36,-,36
 Total,14409,-,14409
NotApp :,154,*,*
AREA # 120207,Tamway,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,6140,-,6140
 Water seal (Improved pit latrine),29127,-,29127
 Pit (Traditional pit latrine),52,-,52
 Bucket (Surface latrine),1,-,1
 Other,17,-,17
 No toilet,23,-,23
 Total,35360,-,35360
NotApp :,633,*,*
AREA # 120208,Pazuntaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,3011,-,3011
 Water seal (Improved pit latrine),7260,-,7260
 Pit (Traditional pit latrine),12,-,12
 Other,4,-,4
 No toilet,19,-,19
 Total,10306,-,10306
NotApp :,215,*,*
AREA # 120209,Botahtaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2427,-,2427
 Water seal (Improved pit latrine),5932,-,5932
 Pit (Traditional pit latrine),8,-,8
 Other,2,-,2
 No toilet,28,-,28
 Total,8397,-,8397
NotApp :,295,*,*
AREA # 120210,Dagon Myothit(South),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1172,-,1172
 Water seal (Improved pit latrine),72608,-,72608
 Pit (Traditional pit latrine),2083,-,2083
 Bucket (Surface latrine),138,-,138
 Other,33,-,33
 No toilet,950,-,950
 Total,76984,-,76984
NotApp :,751,*,*
AREA # 120211,Dagon Myothit(North),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,4807,-,4807
 Water seal (Improved pit latrine),36584,-,36584
 Pit (Traditional pit latrine),953,-,953
 Bucket (Surface latrine),208,-,208
 Other,41,-,41
 No toilet,111,-,111
 Total,42704,-,42704
NotApp :,126,*,*
AREA # 120212,Dagon Myothit(East),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,879,47,926
 Water seal (Improved pit latrine),29474,1612,31086
 Pit (Traditional pit latrine),959,66,1025
 Bucket (Surface latrine),83,183,266
 Other,15,4,19
 No toilet,485,106,591
 Total,31895,2018,33913
NotApp :,814,*,*
AREA # 120213,Dagon Myothit(Seik),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,457,32,489
 Water seal (Improved pit latrine),31411,3231,34642
 Pit (Traditional pit latrine),1057,100,1157
 Bucket (Surface latrine),143,93,236
 Other,88,7,95
 No toilet,1016,270,1286
 Total,34172,3733,37905
NotApp :,383,*,*
AREA # 120214,Mingala Taungnyunt,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,3402,-,3402
 Water seal (Improved pit latrine),21985,-,21985
 Pit (Traditional pit latrine),52,-,52
 Bucket (Surface latrine),60,-,60
 Other,176,-,176
 No toilet,243,-,243
 Total,25918,-,25918
NotApp :,325,*,*
AREA # 120301,Thanlyin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,813,721,1534
 Water seal (Improved pit latrine),17161,38551,55712
 Pit (Traditional pit latrine),488,1030,1518
 Bucket (Surface latrine),40,1503,1543
 Other,17,161,178
 No toilet,190,922,1112
 Total,18709,42888,61597
NotApp :,594,*,*
AREA # 120302,Kyauktan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,136,40,176
 Water seal (Improved pit latrine),8319,15247,23566
 Pit (Traditional pit latrine),377,305,682
 Bucket (Surface latrine),458,5810,6268
 Other,45,27,72
 No toilet,529,1683,2212
 Total,9864,23112,32976
NotApp :,324,*,*
AREA # 120303,Thongwa,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,131,108,239
 Water seal (Improved pit latrine),5011,22280,27291
 Pit (Traditional pit latrine),342,479,821
 Bucket (Surface latrine),667,4755,5422
 Other,63,181,244
 No toilet,542,5528,6070
 Total,6756,33331,40087
NotApp :,287,*,*
AREA # 120304,Khayan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,83,98,181
 Water seal (Improved pit latrine),7478,29735,37213
 Pit (Traditional pit latrine),46,132,178
 Bucket (Surface latrine),32,210,242
 Other,7,52,59
 No toilet,232,1209,1441
 Total,7878,31436,39314
NotApp :,203,*,*
AREA # 120305,Twantay,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,132,256,388
 Water seal (Improved pit latrine),7355,29942,37297
 Pit (Traditional pit latrine),1277,3430,4707
 Bucket (Surface latrine),153,4384,4537
 Other,15,55,70
 No toilet,265,4338,4603
 Total,9197,42405,51602
NotApp :,365,*,*
AREA # 120306,Kawhmu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,3,114,117
 Water seal (Improved pit latrine),1970,18677,20647
 Pit (Traditional pit latrine),14,1379,1393
 Bucket (Surface latrine),78,3239,3317
 Other,2,281,283
 No toilet,164,3871,4035
 Total,2231,27561,29792
NotApp :,220,*,*
AREA # 120307,Kungyangon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,61,84,145
 Water seal (Improved pit latrine),3655,20078,23733
 Pit (Traditional pit latrine),25,133,158
 Bucket (Surface latrine),50,603,653
 Other,3,57,60
 No toilet,164,3439,3603
 Total,3958,24394,28352
NotApp :,207,*,*
AREA # 120308,Dala,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,115,107,222
 Water seal (Improved pit latrine),23039,8913,31952
 Pit (Traditional pit latrine),382,476,858
 Bucket (Surface latrine),476,1684,2160
 Other,31,68,99
 No toilet,1288,1333,2621
 Total,25331,12581,37912
NotApp :,211,*,*
AREA # 120309,Seikkyi/Khanaungto,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,14,-,14
 Water seal (Improved pit latrine),6658,-,6658
 Pit (Traditional pit latrine),60,-,60
 Bucket (Surface latrine),697,-,697
 Other,2,-,2
 No toilet,298,-,298
 Total,7729,-,7729
NotApp :,39,*,*
AREA # 120310,Cocogyun,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,3,-,3
 Water seal (Improved pit latrine),322,-,322
 No toilet,26,-,26
 Total,351,-,351
NotApp :,8,*,*
AREA # 120351,Tada(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,57,14,71
 Water seal (Improved pit latrine),1478,2170,3648
 Pit (Traditional pit latrine),220,438,658
 Bucket (Surface latrine),573,3279,3852
 Other,6,86,92
 No toilet,156,1016,1172
 Total,2490,7003,9493
NotApp :,57,*,*
AREA # 120401,Kyauktada,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1979,-,1979
 Water seal (Improved pit latrine),4130,-,4130
 Pit (Traditional pit latrine),7,-,7
 Other,2,-,2
 No toilet,2,-,2
 Total,6120,-,6120
NotApp :,412,*,*
AREA # 120402,Pabedan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1848,-,1848
 Water seal (Improved pit latrine),4704,-,4704
 Pit (Traditional pit latrine),7,-,7
 Other,2,-,2
 No toilet,2,-,2
 Total,6563,-,6563
NotApp :,145,*,*
AREA # 120403,Lanmadaw,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2940,-,2940
 Water seal (Improved pit latrine),5620,-,5620
 Pit (Traditional pit latrine),8,-,8
 Other,3,-,3
 No toilet,28,-,28
 Total,8599,-,8599
NotApp :,607,*,*
AREA # 120404,Latha,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1651,-,1651
 Water seal (Improved pit latrine),2821,-,2821
 Pit (Traditional pit latrine),1,-,1
 Total,4473,-,4473
NotApp :,510,*,*
AREA # 120405,Ahlon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2802,-,2802
 Water seal (Improved pit latrine),7880,-,7880
 Pit (Traditional pit latrine),10,-,10
 Bucket (Surface latrine),173,-,173
 Other,30,-,30
 No toilet,48,-,48
 Total,10943,-,10943
NotApp :,503,*,*
AREA # 120406,Kyimyindine,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2164,-,2164
 Water seal (Improved pit latrine),15167,-,15167
 Pit (Traditional pit latrine),395,-,395
 Bucket (Surface latrine),5007,-,5007
 Other,67,-,67
 No toilet,262,-,262
 Total,23062,-,23062
NotApp :,182,*,*
AREA # 120407,Sangyoung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,5858,-,5858
 Water seal (Improved pit latrine),14746,-,14746
 Pit (Traditional pit latrine),21,-,21
 Bucket (Surface latrine),1,-,1
 Other,5,-,5
 No toilet,4,-,4
 Total,20635,-,20635
NotApp :,1228,*,*
AREA # 120408,Hline,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,4804,-,4804
 Water seal (Improved pit latrine),27809,-,27809
 Pit (Traditional pit latrine),86,-,86
 Bucket (Surface latrine),24,-,24
 Other,9,-,9
 No toilet,105,-,105
 Total,32837,-,32837
NotApp :,851,*,*
AREA # 120409,Kamayut,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,5079,-,5079
 Water seal (Improved pit latrine),11185,-,11185
 Pit (Traditional pit latrine),25,-,25
 Other,3,-,3
 No toilet,7,-,7
 Total,16299,-,16299
NotApp :,1002,*,*
AREA # 120410,Mayangon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,6367,-,6367
 Water seal (Improved pit latrine),31819,-,31819
 Pit (Traditional pit latrine),344,-,344
 Bucket (Surface latrine),142,-,142
 Other,57,-,57
 No toilet,78,-,78
 Total,38807,-,38807
NotApp :,891,*,*
AREA # 120411,Dagon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2171,-,2171
 Water seal (Improved pit latrine),2412,-,2412
 Pit (Traditional pit latrine),10,-,10
 Bucket (Surface latrine),1,-,1
 Other,2,-,2
 No toilet,12,-,12
 Total,4608,-,4608
NotApp :,176,*,*
AREA # 120412,Bahan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,5200,-,5200
 Water seal (Improved pit latrine),11947,-,11947
 Pit (Traditional pit latrine),46,-,46
 Bucket (Surface latrine),8,-,8
 Other,92,-,92
 No toilet,133,-,133
 Total,17426,-,17426
NotApp :,1076,*,*
AREA # 120413,Seikkan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,3,-,3
 Water seal (Improved pit latrine),406,-,406
 Other,1,-,1
 Total,410,-,410
NotApp :,67,*,*
AREA # 130101,Taunggyi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1903,453,2356
 Water seal (Improved pit latrine),52233,20680,72913
 Pit (Traditional pit latrine),2132,3825,5957
 Bucket (Surface latrine),27,82,109
 Other,69,206,275
 No toilet,284,710,994
 Total,56648,25956,82604
NotApp :,922,*,*
AREA # 130102,Nyaungshwe,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,101,421,522
 Water seal (Improved pit latrine),2938,22228,25166
 Pit (Traditional pit latrine),5,4604,4609
 Bucket (Surface latrine),1,7921,7922
 Other,3,1135,1138
 No toilet,11,3266,3277
 Total,3059,39575,42634
NotApp :,550,*,*
AREA # 130103,Hopon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,38,138,176
 Water seal (Improved pit latrine),4028,12247,16275
 Pit (Traditional pit latrine),359,6528,6887
 Bucket (Surface latrine),10,172,182
 Other,39,75,114
 No toilet,62,1032,1094
 Total,4536,20192,24728
NotApp :,246,*,*
AREA # 130104,Hsihseng,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,16,162,178
 Water seal (Improved pit latrine),2403,22928,25331
 Pit (Traditional pit latrine),184,5153,5337
 Bucket (Surface latrine),-,231,231
 Other,2,675,677
 No toilet,44,973,1017
 Total,2649,30122,32771
NotApp :,323,*,*
AREA # 130105,Kalaw,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,329,156,485
 Water seal (Improved pit latrine),11121,22294,33415
 Pit (Traditional pit latrine),886,4121,5007
 Bucket (Surface latrine),23,116,139
 Other,86,142,228
 No toilet,153,1914,2067
 Total,12598,28743,41341
NotApp :,409,*,*
AREA # 130106,Pindaya,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,37,378,415
 Water seal (Improved pit latrine),2045,10802,12847
 Pit (Traditional pit latrine),138,2286,2424
 Bucket (Surface latrine),4,79,83
 Other,18,462,480
 No toilet,17,1278,1295
 Total,2259,15285,17544
NotApp :,214,*,*
AREA # 130107,Ywarngan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,18,163,181
 Water seal (Improved pit latrine),1066,13192,14258
 Pit (Traditional pit latrine),33,1806,1839
 Bucket (Surface latrine),2,69,71
 Other,10,179,189
 No toilet,26,1784,1810
 Total,1155,17193,18348
NotApp :,248,*,*
AREA # 130108,Yatsauk,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,65,43,108
 Water seal (Improved pit latrine),5336,11511,16847
 Pit (Traditional pit latrine),210,6628,6838
 Bucket (Surface latrine),5,158,163
 Other,36,502,538
 No toilet,25,1438,1463
 Total,5677,20280,25957
NotApp :,294,*,*
AREA # 130109,Pinlaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,45,37,82
 Water seal (Improved pit latrine),2525,19919,22444
 Pit (Traditional pit latrine),152,1289,1441
 Bucket (Surface latrine),2,89,91
 Other,4,109,113
 No toilet,42,1291,1333
 Total,2770,22734,25504
NotApp :,214,*,*
AREA # 130110,Phekon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,27,72,99
 Water seal (Improved pit latrine),3223,14123,17346
 Pit (Traditional pit latrine),89,527,616
 Bucket (Surface latrine),2,100,102
 Other,5,192,197
 No toilet,85,1639,1724
 Total,3431,16653,20084
NotApp :,187,*,*
AREA # 130151,Kyauktalongyi(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1,37,38
 Water seal (Improved pit latrine),599,10314,10913
 Pit (Traditional pit latrine),-,1105,1105
 Bucket (Surface latrine),-,70,70
 Other,1,24,25
 No toilet,1,113,114
 Total,602,11663,12265
NotApp :,78,*,*
AREA # 130152,Indaw(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,7,65,72
 Water seal (Improved pit latrine),1750,2668,4418
 Pit (Traditional pit latrine),48,3239,3287
 Bucket (Surface latrine),8,48,56
 Other,2,76,78
 No toilet,21,218,239
 Total,1836,6314,8150
NotApp :,120,*,*
AREA # 130153,Naungtayar(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,5,218,223
 Water seal (Improved pit latrine),957,13056,14013
 Pit (Traditional pit latrine),8,1118,1126
 Bucket (Surface latrine),2,175,177
 Other,-,90,90
 No toilet,7,943,950
 Total,979,15600,16579
NotApp :,149,*,*
AREA # 130201,Loilem,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,35,12,47
 Water seal (Improved pit latrine),2629,3786,6415
 Pit (Traditional pit latrine),174,3756,3930
 Bucket (Surface latrine),1,84,85
 Other,2,208,210
 No toilet,12,202,214
 Total,2853,8048,10901
NotApp :,112,*,*
AREA # 130202,Le`char,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,6,23,29
 Water seal (Improved pit latrine),1259,3564,4823
 Pit (Traditional pit latrine),49,3179,3228
 Bucket (Surface latrine),4,240,244
 Other,-,155,155
 No toilet,12,299,311
 Total,1330,7460,8790
NotApp :,101,*,*
AREA # 130203,Nanhsam(South),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,171,140,311
 Water seal (Improved pit latrine),4448,7332,11780
 Pit (Traditional pit latrine),188,4283,4471
 Bucket (Surface latrine),10,290,300
 Other,3,348,351
 No toilet,21,1629,1650
 Total,4841,14022,18863
NotApp :,264,*,*
AREA # 130204,Kunhing,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,112,20,132
 Water seal (Improved pit latrine),1284,1909,3193
 Pit (Traditional pit latrine),124,744,868
 Bucket (Surface latrine),8,56,64
 Other,1,26,27
 No toilet,13,273,286
 Total,1542,3028,4570
NotApp :,122,*,*
AREA # 130205,Kehsi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,38,172,210
 Water seal (Improved pit latrine),640,2581,3221
 Pit (Traditional pit latrine),157,4958,5115
 Bucket (Surface latrine),1,81,82
 Other,-,97,97
 No toilet,6,170,176
 Total,842,8059,8901
NotApp :,109,*,*
AREA # 130206,Mongkai,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,8,51,59
 Water seal (Improved pit latrine),1619,3775,5394
 Pit (Traditional pit latrine),424,5490,5914
 Bucket (Surface latrine),15,794,809
 Other,127,515,642
 No toilet,26,3488,3514
 Total,2219,14113,16332
NotApp :,213,*,*
AREA # 130207,Mineshu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,131,61,192
 Water seal (Improved pit latrine),1535,1513,3048
 Pit (Traditional pit latrine),353,4868,5221
 Bucket (Surface latrine),9,129,138
 Other,24,5,29
 No toilet,31,542,573
 Total,2083,7118,9201
NotApp :,161,*,*
AREA # 130251,Panglong(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,116,68,184
 Water seal (Improved pit latrine),4377,1215,5592
 Pit (Traditional pit latrine),663,7616,8279
 Bucket (Surface latrine),11,82,93
 Other,29,150,179
 No toilet,28,161,189
 Total,5224,9292,14516
NotApp :,104,*,*
AREA # 130252,Kholan(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,27,33,60
 Water seal (Improved pit latrine),1565,1006,2571
 Pit (Traditional pit latrine),120,1089,1209
 Bucket (Surface latrine),14,57,71
 Other,8,132,140
 No toilet,14,299,313
 Total,1748,2616,4364
NotApp :,145,*,*
AREA # 130253,Karli(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,76,35,111
 Water seal (Improved pit latrine),1384,3710,5094
 Pit (Traditional pit latrine),115,220,335
 Bucket (Surface latrine),2,37,39
 Other,58,11,69
 No toilet,30,889,919
 Total,1665,4902,6567
NotApp :,80,*,*
AREA # 130254,Minenaung(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2,49,51
 Water seal (Improved pit latrine),363,755,1118
 Pit (Traditional pit latrine),279,2870,3149
 Bucket (Surface latrine),14,172,186
 Other,93,574,667
 No toilet,1,639,640
 Total,752,5059,5811
NotApp :,69,*,*
AREA # 130255,Minesan(Monsan)(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1,20,21
 Water seal (Improved pit latrine),394,3855,4249
 Pit (Traditional pit latrine),94,1202,1296
 Bucket (Surface latrine),5,256,261
 Other,1,208,209
 No toilet,12,618,630
 Total,507,6159,6666
NotApp :,259,*,*
AREA # 130301,Linkhe`,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,23,90,113
 Water seal (Improved pit latrine),1522,4919,6441
 Pit (Traditional pit latrine),128,1040,1168
 Bucket (Surface latrine),7,37,44
 Other,10,77,87
 No toilet,28,507,535
 Total,1718,6670,8388
NotApp :,100,*,*
AREA # 130302,Mone`,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,19,65,84
 Water seal (Improved pit latrine),1743,1787,3530
 Pit (Traditional pit latrine),278,1560,1838
 Bucket (Surface latrine),5,37,42
 Other,54,249,303
 No toilet,4,423,427
 Total,2103,4121,6224
NotApp :,66,*,*
AREA # 130303,Maukme`,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,56,64,120
 Water seal (Improved pit latrine),1060,2906,3966
 Pit (Traditional pit latrine),61,2301,2362
 Bucket (Surface latrine),-,59,59
 Other,6,29,35
 No toilet,9,643,652
 Total,1192,6002,7194
NotApp :,191,*,*
AREA # 130304,Minepan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,27,329,356
 Water seal (Improved pit latrine),1810,1603,3413
 Pit (Traditional pit latrine),89,1026,1115
 Bucket (Surface latrine),11,19,30
 Other,14,101,115
 No toilet,8,384,392
 Total,1959,3462,5421
NotApp :,165,*,*
AREA # 130351,Homane(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,62,12,74
 Water seal (Improved pit latrine),569,194,763
 Pit (Traditional pit latrine),7,133,140
 Bucket (Surface latrine),7,26,33
 Other,-,4,4
 No toilet,29,117,146
 Total,674,486,1160
NotApp :,17,*,*
AREA # 130352,Kengtaung(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,41,-,41
 Water seal (Improved pit latrine),1630,1,1631
 Pit (Traditional pit latrine),373,72,445
 Bucket (Surface latrine),6,-,6
 Other,9,30,39
 No toilet,38,61,99
 Total,2097,164,2261
NotApp :,46,*,*
AREA # 130401,Lashio,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,518,82,600
 Water seal (Improved pit latrine),31805,16818,48623
 Pit (Traditional pit latrine),1593,10529,12122
 Bucket (Surface latrine),56,432,488
 Other,37,323,360
 No toilet,90,2649,2739
 Total,34099,30833,64932
NotApp :,881,*,*
AREA # 130402,Theinni,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,11,36,47
 Water seal (Improved pit latrine),1831,7310,9141
 Pit (Traditional pit latrine),69,1981,2050
 Bucket (Surface latrine),-,107,107
 Other,3,170,173
 No toilet,9,252,261
 Total,1923,9856,11779
NotApp :,116,*,*
AREA # 130403,Mineye`,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,15,27,42
 Water seal (Improved pit latrine),1188,2502,3690
 Pit (Traditional pit latrine),219,7098,7317
 Bucket (Surface latrine),3,393,396
 Other,25,352,377
 No toilet,20,1486,1506
 Total,1470,11858,13328
NotApp :,139,*,*
AREA # 130404,Tantyan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,96,155,251
 Water seal (Improved pit latrine),5301,8194,13495
 Pit (Traditional pit latrine),1254,12731,13985
 Bucket (Surface latrine),47,1596,1643
 Other,14,489,503
 No toilet,96,5169,5265
 Total,6808,28334,35142
NotApp :,291,*,*
AREA # 130501,MuSe,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,243,233,476
 Water seal (Improved pit latrine),12820,7064,19884
 Pit (Traditional pit latrine),217,1354,1571
 Bucket (Surface latrine),15,64,79
 Other,9,30,39
 No toilet,30,135,165
 Total,13334,8880,22214
NotApp :,873,*,*
AREA # 130502,Namkham,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
