Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),1551,218,1769,Minepan,MMR014021
" Employee (Private, Org)",1726,694,2420,Minepan,MMR014021
 Employer,111,77,188,Minepan,MMR014021
 Own account worker,4661,2905,7566,Minepan,MMR014021
 Contributing family worker,1006,1654,2660,Minepan,MMR014021
 Sought work,246,200,446,Minepan,MMR014021
 Did not seek work,128,102,230,Minepan,MMR014021
 Full time student,906,963,1869,Minepan,MMR014021
 Household work,143,2207,2350,Minepan,MMR014021
" Pensioner, retired, elderly person",439,452,891,Minepan,MMR014021
" Ill, disabled",64,40,104,Minepan,MMR014021
 Other,574,391,965,Minepan,MMR014021
 Total,11555,9903,21458,Minepan,MMR014021
 Employee (Government),57,42,99,Homane(ST),MMR014018
" Employee (Private, Org)",489,198,687,Homane(ST),MMR014018
 Employer,44,23,67,Homane(ST),MMR014018
 Own account worker,1371,882,2253,Homane(ST),MMR014018
 Contributing family worker,414,476,890,Homane(ST),MMR014018
 Sought work,74,52,126,Homane(ST),MMR014018
 Did not seek work,81,80,161,Homane(ST),MMR014018
 Full time student,138,131,269,Homane(ST),MMR014018
 Household work,53,630,683,Homane(ST),MMR014018
" Pensioner, retired, elderly person",64,101,165,Homane(ST),MMR014018
" Ill, disabled",17,12,29,Homane(ST),MMR014018
 Other,130,46,176,Homane(ST),MMR014018
 Total,2932,2673,5605,Homane(ST),MMR014018
 Employee (Government),1009,134,1143,Kengtaung(ST),MMR014019
" Employee (Private, Org)",1041,201,1242,Kengtaung(ST),MMR014019
 Employer,100,51,151,Kengtaung(ST),MMR014019
 Own account worker,1690,521,2211,Kengtaung(ST),MMR014019
 Contributing family worker,235,329,564,Kengtaung(ST),MMR014019
 Sought work,75,25,100,Kengtaung(ST),MMR014019
 Did not seek work,23,10,33,Kengtaung(ST),MMR014019
 Full time student,269,381,650,Kengtaung(ST),MMR014019
 Household work,136,1942,2078,Kengtaung(ST),MMR014019
" Pensioner, retired, elderly person",155,208,363,Kengtaung(ST),MMR014019
" Ill, disabled",23,19,42,Kengtaung(ST),MMR014019
 Other,268,91,359,Kengtaung(ST),MMR014019
 Total,5024,3912,8936,Kengtaung(ST),MMR014019
 Employee (Government),6488,3824,10312,Lashio,MMR015001
" Employee (Private, Org)",25366,11320,36686,Lashio,MMR015001
 Employer,2310,987,3297,Lashio,MMR015001
 Own account worker,41895,27069,68964,Lashio,MMR015001
 Contributing family worker,9990,12140,22130,Lashio,MMR015001
 Sought work,2834,1654,4488,Lashio,MMR015001
 Did not seek work,895,483,1378,Lashio,MMR015001
 Full time student,20443,22132,42575,Lashio,MMR015001
 Household work,3098,40776,43874,Lashio,MMR015001
" Pensioner, retired, elderly person",6759,9797,16556,Lashio,MMR015001
" Ill, disabled",931,794,1725,Lashio,MMR015001
 Other,6219,3524,9743,Lashio,MMR015001
 Total,127228,134500,261728,Lashio,MMR015001
 Employee (Government),1503,507,2010,Theinni,MMR015002
" Employee (Private, Org)",2320,935,3255,Theinni,MMR015002
 Employer,569,211,780,Theinni,MMR015002
 Own account worker,8900,4410,13310,Theinni,MMR015002
 Contributing family worker,3475,4081,7556,Theinni,MMR015002
 Sought work,356,142,498,Theinni,MMR015002
 Did not seek work,63,24,87,Theinni,MMR015002
 Full time student,2517,2959,5476,Theinni,MMR015002
 Household work,336,6506,6842,Theinni,MMR015002
" Pensioner, retired, elderly person",1082,1607,2689,Theinni,MMR015002
" Ill, disabled",116,118,234,Theinni,MMR015002
 Other,1236,698,1934,Theinni,MMR015002
 Total,22473,22198,44671,Theinni,MMR015002
 Employee (Government),826,268,1094,Mineye`,MMR015003
" Employee (Private, Org)",888,342,1230,Mineye`,MMR015003
 Employer,245,82,327,Mineye`,MMR015003
 Own account worker,10895,5711,16606,Mineye`,MMR015003
 Contributing family worker,4622,6485,11107,Mineye`,MMR015003
 Sought work,221,181,402,Mineye`,MMR015003
 Did not seek work,105,43,148,Mineye`,MMR015003
 Full time student,1500,1618,3118,Mineye`,MMR015003
 Household work,253,7626,7879,Mineye`,MMR015003
" Pensioner, retired, elderly person",879,1149,2028,Mineye`,MMR015003
" Ill, disabled",138,136,274,Mineye`,MMR015003
 Other,1716,1013,2729,Mineye`,MMR015003
 Total,22288,24654,46942,Mineye`,MMR015003
 Employee (Government),1525,561,2086,Tantyan,MMR015004
" Employee (Private, Org)",6563,3264,9827,Tantyan,MMR015004
 Employer,1162,641,1803,Tantyan,MMR015004
 Own account worker,26279,15741,42020,Tantyan,MMR015004
 Contributing family worker,13020,16999,30019,Tantyan,MMR015004
 Sought work,1055,846,1901,Tantyan,MMR015004
 Did not seek work,542,367,909,Tantyan,MMR015004
 Full time student,4478,5644,10122,Tantyan,MMR015004
 Household work,1678,18414,20092,Tantyan,MMR015004
" Pensioner, retired, elderly person",2659,3796,6455,Tantyan,MMR015004
" Ill, disabled",294,323,617,Tantyan,MMR015004
 Other,5002,2372,7374,Tantyan,MMR015004
 Total,64257,68968,133225,Tantyan,MMR015004
 Employee (Government),1233,916,2149,MuSe,MMR015009
" Employee (Private, Org)",18363,6324,24687,MuSe,MMR015009
 Employer,1292,664,1956,MuSe,MMR015009
 Own account worker,15495,11125,26620,MuSe,MMR015009
 Contributing family worker,3159,10074,13233,MuSe,MMR015009
 Sought work,871,567,1438,MuSe,MMR015009
 Did not seek work,176,128,304,MuSe,MMR015009
 Full time student,6305,6132,12437,MuSe,MMR015009
 Household work,549,6707,7256,MuSe,MMR015009
" Pensioner, retired, elderly person",1689,2976,4665,MuSe,MMR015009
" Ill, disabled",174,162,336,MuSe,MMR015009
 Other,1558,1165,2723,MuSe,MMR015009
 Total,50864,46940,97804,MuSe,MMR015009
 Employee (Government),745,779,1524,Namkham,MMR015010
" Employee (Private, Org)",7250,4501,11751,Namkham,MMR015010
 Employer,782,431,1213,Namkham,MMR015010
 Own account worker,9943,8113,18056,Namkham,MMR015010
 Contributing family worker,10590,13306,23896,Namkham,MMR015010
 Sought work,643,523,1166,Namkham,MMR015010
 Did not seek work,126,74,200,Namkham,MMR015010
 Full time student,6365,6967,13332,Namkham,MMR015010
 Household work,913,6306,7219,Namkham,MMR015010
" Pensioner, retired, elderly person",1750,2809,4559,Namkham,MMR015010
" Ill, disabled",312,286,598,Namkham,MMR015010
 Other,932,713,1645,Namkham,MMR015010
 Total,40351,44808,85159,Namkham,MMR015010
 Employee (Government),1445,691,2136,Kukai,MMR015011
" Employee (Private, Org)",3411,1553,4964,Kukai,MMR015011
 Employer,712,405,1117,Kukai,MMR015011
 Own account worker,13964,7619,21583,Kukai,MMR015011
 Contributing family worker,4198,3339,7537,Kukai,MMR015011
 Sought work,1530,914,2444,Kukai,MMR015011
 Did not seek work,354,195,549,Kukai,MMR015011
 Full time student,7985,8256,16241,Kukai,MMR015011
 Household work,1161,12350,13511,Kukai,MMR015011
" Pensioner, retired, elderly person",1787,2874,4661,Kukai,MMR015011
" Ill, disabled",272,208,480,Kukai,MMR015011
 Other,1393,733,2126,Kukai,MMR015011
 Total,38212,39137,77349,Kukai,MMR015011
 Employee (Government),143,93,236,Monekoe(ST),MMR015009
" Employee (Private, Org)",559,262,821,Monekoe(ST),MMR015009
 Employer,111,29,140,Monekoe(ST),MMR015009
 Own account worker,4245,1381,5626,Monekoe(ST),MMR015009
 Contributing family worker,1733,3856,5589,Monekoe(ST),MMR015009
 Sought work,532,392,924,Monekoe(ST),MMR015009
 Did not seek work,323,320,643,Monekoe(ST),MMR015009
 Full time student,1125,1015,2140,Monekoe(ST),MMR015009
 Household work,144,719,863,Monekoe(ST),MMR015009
" Pensioner, retired, elderly person",461,672,1133,Monekoe(ST),MMR015009
" Ill, disabled",61,65,126,Monekoe(ST),MMR015009
 Other,458,367,825,Monekoe(ST),MMR015009
 Total,9895,9171,19066,Monekoe(ST),MMR015009
 Employee (Government),42,32,74,Manhero(ST),MMR015009
" Employee (Private, Org)",148,67,215,Manhero(ST),MMR015009
 Employer,10,7,17,Manhero(ST),MMR015009
 Own account worker,1233,747,1980,Manhero(ST),MMR015009
 Contributing family worker,833,1648,2481,Manhero(ST),MMR015009
 Sought work,14,13,27,Manhero(ST),MMR015009
 Did not seek work,33,21,54,Manhero(ST),MMR015009
 Full time student,88,100,188,Manhero(ST),MMR015009
 Household work,12,86,98,Manhero(ST),MMR015009
" Pensioner, retired, elderly person",112,192,304,Manhero(ST),MMR015009
" Ill, disabled",7,7,14,Manhero(ST),MMR015009
 Other,182,76,258,Manhero(ST),MMR015009
 Total,2714,2996,5710,Manhero(ST),MMR015009
 Employee (Government),179,127,306,Pansai(KyuKute)(ST),MMR015009
" Employee (Private, Org)",1449,712,2161,Pansai(KyuKute)(ST),MMR015009
 Employer,501,136,637,Pansai(KyuKute)(ST),MMR015009
 Own account worker,3115,1682,4797,Pansai(KyuKute)(ST),MMR015009
 Contributing family worker,1753,4219,5972,Pansai(KyuKute)(ST),MMR015009
 Sought work,85,63,148,Pansai(KyuKute)(ST),MMR015009
 Did not seek work,6,6,12,Pansai(KyuKute)(ST),MMR015009
 Full time student,1399,1358,2757,Pansai(KyuKute)(ST),MMR015009
 Household work,21,186,207,Pansai(KyuKute)(ST),MMR015009
" Pensioner, retired, elderly person",292,458,750,Pansai(KyuKute)(ST),MMR015009
" Ill, disabled",62,55,117,Pansai(KyuKute)(ST),MMR015009
 Other,209,186,395,Pansai(KyuKute)(ST),MMR015009
 Total,9071,9188,18259,Pansai(KyuKute)(ST),MMR015009
 Employee (Government),319,199,518,Tamoenye(ST),MMR015011
" Employee (Private, Org)",897,363,1260,Tamoenye(ST),MMR015011
 Employer,274,58,332,Tamoenye(ST),MMR015011
 Own account worker,11374,3690,15064,Tamoenye(ST),MMR015011
 Contributing family worker,5463,3253,8716,Tamoenye(ST),MMR015011
 Sought work,1672,1129,2801,Tamoenye(ST),MMR015011
 Did not seek work,433,291,724,Tamoenye(ST),MMR015011
 Full time student,4262,4393,8655,Tamoenye(ST),MMR015011
 Household work,1325,11403,12728,Tamoenye(ST),MMR015011
" Pensioner, retired, elderly person",1611,2015,3626,Tamoenye(ST),MMR015011
" Ill, disabled",133,112,245,Tamoenye(ST),MMR015011
 Other,526,309,835,Tamoenye(ST),MMR015011
 Total,28289,27215,55504,Tamoenye(ST),MMR015011
 Employee (Government),1818,1343,3161,Kyukme,MMR015012
" Employee (Private, Org)",9480,6267,15747,Kyukme,MMR015012
 Employer,2159,1120,3279,Kyukme,MMR015012
 Own account worker,17917,13360,31277,Kyukme,MMR015012
 Contributing family worker,5942,10739,16681,Kyukme,MMR015012
 Sought work,446,414,860,Kyukme,MMR015012
 Did not seek work,203,160,363,Kyukme,MMR015012
 Full time student,6092,7019,13111,Kyukme,MMR015012
 Household work,481,8985,9466,Kyukme,MMR015012
" Pensioner, retired, elderly person",2307,3620,5927,Kyukme,MMR015012
" Ill, disabled",344,372,716,Kyukme,MMR015012
 Other,2401,716,3117,Kyukme,MMR015012
 Total,49590,54115,103705,Kyukme,MMR015012
 Employee (Government),1604,1043,2647,Naungkhio,MMR015013
" Employee (Private, Org)",11743,5676,17419,Naungkhio,MMR015013
 Employer,2146,1087,3233,Naungkhio,MMR015013
 Own account worker,22654,12890,35544,Naungkhio,MMR015013
 Contributing family worker,10512,16875,27387,Naungkhio,MMR015013
 Sought work,740,439,1179,Naungkhio,MMR015013
 Did not seek work,127,55,182,Naungkhio,MMR015013
 Full time student,6485,7094,13579,Naungkhio,MMR015013
 Household work,568,10975,11543,Naungkhio,MMR015013
" Pensioner, retired, elderly person",2674,3221,5895,Naungkhio,MMR015013
" Ill, disabled",400,395,795,Naungkhio,MMR015013
 Other,1885,678,2563,Naungkhio,MMR015013
 Total,61538,60428,121966,Naungkhio,MMR015013
 Employee (Government),2390,1004,3394,Hsipaw,MMR015014
" Employee (Private, Org)",8387,4169,12556,Hsipaw,MMR015014
 Employer,1652,809,2461,Hsipaw,MMR015014
 Own account worker,27940,16143,44083,Hsipaw,MMR015014
 Contributing family worker,14048,22428,36476,Hsipaw,MMR015014
 Sought work,712,472,1184,Hsipaw,MMR015014
 Did not seek work,197,133,330,Hsipaw,MMR015014
 Full time student,5840,7396,13236,Hsipaw,MMR015014
 Household work,942,15214,16156,Hsipaw,MMR015014
" Pensioner, retired, elderly person",2725,3886,6611,Hsipaw,MMR015014
" Ill, disabled",359,360,719,Hsipaw,MMR015014
 Other,3204,942,4146,Hsipaw,MMR015014
 Total,68396,72956,141352,Hsipaw,MMR015014
 Employee (Government),542,703,1245,Namtu,MMR015015
" Employee (Private, Org)",1908,922,2830,Namtu,MMR015015
 Employer,436,132,568,Namtu,MMR015015
 Own account worker,7173,4359,11532,Namtu,MMR015015
 Contributing family worker,3186,4445,7631,Namtu,MMR015015
 Sought work,567,344,911,Namtu,MMR015015
 Did not seek work,94,49,143,Namtu,MMR015015
 Full time student,2521,3071,5592,Namtu,MMR015015
 Household work,224,4684,4908,Namtu,MMR015015
" Pensioner, retired, elderly person",1077,1362,2439,Namtu,MMR015015
" Ill, disabled",142,135,277,Namtu,MMR015015
 Other,1049,379,1428,Namtu,MMR015015
 Total,18919,20585,39504,Namtu,MMR015015
 Employee (Government),346,556,902,Namsan(North),MMR015016
" Employee (Private, Org)",3150,3578,6728,Namsan(North),MMR015016
 Employer,1049,681,1730,Namsan(North),MMR015016
 Own account worker,8998,8224,17222,Namsan(North),MMR015016
 Contributing family worker,5258,8960,14218,Namsan(North),MMR015016
 Sought work,155,147,302,Namsan(North),MMR015016
 Did not seek work,72,59,131,Namsan(North),MMR015016
 Full time student,3547,4546,8093,Namsan(North),MMR015016
 Household work,300,2352,2652,Namsan(North),MMR015016
" Pensioner, retired, elderly person",873,1550,2423,Namsan(North),MMR015016
" Ill, disabled",241,236,477,Namsan(North),MMR015016
 Other,703,586,1289,Namsan(North),MMR015016
 Total,24692,31475,56167,Namsan(North),MMR015016
 Employee (Government),1363,870,2233,Momeik,MMR015017
" Employee (Private, Org)",4788,2078,6866,Momeik,MMR015017
 Employer,547,157,704,Momeik,MMR015017
 Own account worker,9626,4061,13687,Momeik,MMR015017
 Contributing family worker,1938,3223,5161,Momeik,MMR015017
 Sought work,1072,525,1597,Momeik,MMR015017
 Did not seek work,115,94,209,Momeik,MMR015017
 Full time student,2946,3375,6321,Momeik,MMR015017
 Household work,325,8808,9133,Momeik,MMR015017
" Pensioner, retired, elderly person",1237,1954,3191,Momeik,MMR015017
" Ill, disabled",148,166,314,Momeik,MMR015017
 Other,998,409,1407,Momeik,MMR015017
 Total,25103,25720,50823,Momeik,MMR015017
 Employee (Government),500,424,924,Mabane,MMR015018
" Employee (Private, Org)",3020,1306,4326,Mabane,MMR015018
 Employer,865,329,1194,Mabane,MMR015018
 Own account worker,8457,2828,11285,Mabane,MMR015018
 Contributing family worker,2353,3041,5394,Mabane,MMR015018
 Sought work,686,258,944,Mabane,MMR015018
 Did not seek work,46,24,70,Mabane,MMR015018
 Full time student,2482,2576,5058,Mabane,MMR015018
 Household work,279,6487,6766,Mabane,MMR015018
" Pensioner, retired, elderly person",668,1045,1713,Mabane,MMR015018
" Ill, disabled",94,140,234,Mabane,MMR015018
 Other,489,183,672,Mabane,MMR015018
 Total,19939,18641,38580,Mabane,MMR015018
 Employee (Government),342,196,538,Manton,MMR015019
" Employee (Private, Org)",613,230,843,Manton,MMR015019
 Employer,172,93,265,Manton,MMR015019
 Own account worker,5776,4045,9821,Manton,MMR015019
 Contributing family worker,2930,4552,7482,Manton,MMR015019
 Sought work,230,162,392,Manton,MMR015019
 Did not seek work,69,53,122,Manton,MMR015019
 Full time student,1880,2252,4132,Manton,MMR015019
 Household work,154,1885,2039,Manton,MMR015019
" Pensioner, retired, elderly person",389,687,1076,Manton,MMR015019
" Ill, disabled",86,107,193,Manton,MMR015019
 Other,784,568,1352,Manton,MMR015019
 Total,13425,14830,28255,Manton,MMR015019
 Employee (Government),87,73,160,Minengaw(ST),MMR015012
" Employee (Private, Org)",764,805,1569,Minengaw(ST),MMR015012
 Employer,264,112,376,Minengaw(ST),MMR015012
 Own account worker,2727,1817,4544,Minengaw(ST),MMR015012
 Contributing family worker,985,1450,2435,Minengaw(ST),MMR015012
 Sought work,108,84,192,Minengaw(ST),MMR015012
 Did not seek work,80,76,156,Minengaw(ST),MMR015012
 Full time student,668,915,1583,Minengaw(ST),MMR015012
 Household work,78,1783,1861,Minengaw(ST),MMR015012
" Pensioner, retired, elderly person",382,581,963,Minengaw(ST),MMR015012
" Ill, disabled",34,42,76,Minengaw(ST),MMR015012
 Other,428,160,588,Minengaw(ST),MMR015012
 Total,6605,7898,14503,Minengaw(ST),MMR015012
 Employee (Government),88,102,190,Minelon(ST),MMR015012
" Employee (Private, Org)",1234,898,2132,Minelon(ST),MMR015012
 Employer,181,145,326,Minelon(ST),MMR015012
 Own account worker,4465,3343,7808,Minelon(ST),MMR015012
 Contributing family worker,1231,1805,3036,Minelon(ST),MMR015012
 Sought work,72,90,162,Minelon(ST),MMR015012
 Did not seek work,28,18,46,Minelon(ST),MMR015012
 Full time student,974,1200,2174,Minelon(ST),MMR015012
 Household work,110,2127,2237,Minelon(ST),MMR015012
" Pensioner, retired, elderly person",385,634,1019,Minelon(ST),MMR015012
" Ill, disabled",46,50,96,Minelon(ST),MMR015012
 Other,598,246,844,Minelon(ST),MMR015012
 Total,9412,10658,20070,Minelon(ST),MMR015012
 Employee (Government),986,345,1331,Kunlon,MMR015020
" Employee (Private, Org)",2497,923,3420,Kunlon,MMR015020
 Employer,228,79,307,Kunlon,MMR015020
 Own account worker,8402,4145,12547,Kunlon,MMR015020
 Contributing family worker,5734,5747,11481,Kunlon,MMR015020
 Sought work,319,170,489,Kunlon,MMR015020
 Did not seek work,161,112,273,Kunlon,MMR015020
 Full time student,2590,2454,5044,Kunlon,MMR015020
 Household work,731,4657,5388,Kunlon,MMR015020
" Pensioner, retired, elderly person",786,1290,2076,Kunlon,MMR015020
" Ill, disabled",159,136,295,Kunlon,MMR015020
 Other,701,549,1250,Kunlon,MMR015020
 Total,23294,20607,43901,Kunlon,MMR015020
 Employee (Government),2454,307,2761,Laukine,MMR015022
" Employee (Private, Org)",5667,3429,9096,Laukine,MMR015022
 Employer,1090,458,1548,Laukine,MMR015022
 Own account worker,12322,4356,16678,Laukine,MMR015022
 Contributing family worker,4998,4281,9279,Laukine,MMR015022
 Sought work,992,629,1621,Laukine,MMR015022
 Did not seek work,310,223,533,Laukine,MMR015022
 Full time student,5441,4610,10051,Laukine,MMR015022
 Household work,598,10611,11209,Laukine,MMR015022
" Pensioner, retired, elderly person",1438,2233,3671,Laukine,MMR015022
" Ill, disabled",178,144,322,Laukine,MMR015022
 Other,2033,1551,3584,Laukine,MMR015022
 Total,37521,32832,70353,Laukine,MMR015022
 Employee (Government),229,63,292,Kongyan,MMR015023
" Employee (Private, Org)",470,215,685,Kongyan,MMR015023
 Employer,193,27,220,Kongyan,MMR015023
 Own account worker,4684,998,5682,Kongyan,MMR015023
 Contributing family worker,4768,7362,12130,Kongyan,MMR015023
 Sought work,173,136,309,Kongyan,MMR015023
 Did not seek work,14,8,22,Kongyan,MMR015023
 Full time student,1325,996,2321,Kongyan,MMR015023
 Household work,412,1163,1575,Kongyan,MMR015023
" Pensioner, retired, elderly person",436,654,1090,Kongyan,MMR015023
" Ill, disabled",73,87,160,Kongyan,MMR015023
 Other,113,85,198,Kongyan,MMR015023
 Total,12890,11794,24684,Kongyan,MMR015023
 Employee (Government),104,47,151,Chinshwehaw(ST),MMR015022
" Employee (Private, Org)",866,264,1130,Chinshwehaw(ST),MMR015022
 Employer,42,29,71,Chinshwehaw(ST),MMR015022
 Own account worker,506,280,786,Chinshwehaw(ST),MMR015022
 Contributing family worker,175,236,411,Chinshwehaw(ST),MMR015022
 Sought work,39,15,54,Chinshwehaw(ST),MMR015022
 Did not seek work,7,5,12,Chinshwehaw(ST),MMR015022
 Full time student,279,247,526,Chinshwehaw(ST),MMR015022
 Household work,20,527,547,Chinshwehaw(ST),MMR015022
" Pensioner, retired, elderly person",43,65,108,Chinshwehaw(ST),MMR015022
" Ill, disabled",11,6,17,Chinshwehaw(ST),MMR015022
 Other,36,34,70,Chinshwehaw(ST),MMR015022
 Total,2128,1755,3883,Chinshwehaw(ST),MMR015022
 Employee (Government),105,45,150,Mawhtike(ST),MMR015023
" Employee (Private, Org)",702,276,978,Mawhtike(ST),MMR015023
 Employer,50,18,68,Mawhtike(ST),MMR015023
 Own account worker,4505,2566,7071,Mawhtike(ST),MMR015023
 Contributing family worker,2234,2258,4492,Mawhtike(ST),MMR015023
 Sought work,485,351,836,Mawhtike(ST),MMR015023
 Did not seek work,101,94,195,Mawhtike(ST),MMR015023
 Full time student,1469,1287,2756,Mawhtike(ST),MMR015023
 Household work,397,2196,2593,Mawhtike(ST),MMR015023
" Pensioner, retired, elderly person",555,690,1245,Mawhtike(ST),MMR015023
" Ill, disabled",81,57,138,Mawhtike(ST),MMR015023
 Other,197,254,451,Mawhtike(ST),MMR015023
 Total,10881,10092,20973,Mawhtike(ST),MMR015023
 Employee (Government),708,248,956,Hopan,MMR015021
" Employee (Private, Org)",3520,1998,5518,Hopan,MMR015021
 Employer,284,195,479,Hopan,MMR015021
 Own account worker,9678,6260,15938,Hopan,MMR015021
 Contributing family worker,2488,2920,5408,Hopan,MMR015021
 Sought work,332,229,561,Hopan,MMR015021
 Did not seek work,123,86,209,Hopan,MMR015021
 Full time student,2441,2338,4779,Hopan,MMR015021
 Household work,268,3939,4207,Hopan,MMR015021
" Pensioner, retired, elderly person",871,1415,2286,Hopan,MMR015021
" Ill, disabled",118,108,226,Hopan,MMR015021
 Other,747,533,1280,Hopan,MMR015021
 Total,21578,20269,41847,Hopan,MMR015021
 Employee (Government),195,135,330,Minemaw,MMR015008
" Employee (Private, Org)",556,283,839,Minemaw,MMR015008
 Employer,455,247,702,Minemaw,MMR015008
 Own account worker,14468,10579,25047,Minemaw,MMR015008
 Contributing family worker,3437,4549,7986,Minemaw,MMR015008
 Sought work,677,455,1132,Minemaw,MMR015008
 Did not seek work,121,67,188,Minemaw,MMR015008
 Full time student,3224,2523,5747,Minemaw,MMR015008
 Household work,627,3259,3886,Minemaw,MMR015008
" Pensioner, retired, elderly person",1453,1523,2976,Minemaw,MMR015008
" Ill, disabled",59,56,115,Minemaw,MMR015008
 Other,1775,1517,3292,Minemaw,MMR015008
 Total,27047,25193,52240,Minemaw,MMR015008
 Employee (Government),73,14,87,Panwine,MMR015007
" Employee (Private, Org)",175,109,284,Panwine,MMR015007
 Employer,695,642,1337,Panwine,MMR015007
 Own account worker,19894,15828,35722,Panwine,MMR015007
 Contributing family worker,4972,5550,10522,Panwine,MMR015007
 Sought work,916,672,1588,Panwine,MMR015007
 Did not seek work,245,153,398,Panwine,MMR015007
 Full time student,4433,3881,8314,Panwine,MMR015007
 Household work,959,4296,5255,Panwine,MMR015007
" Pensioner, retired, elderly person",1290,1637,2927,Panwine,MMR015007
" Ill, disabled",171,210,381,Panwine,MMR015007
 Other,2546,2582,5128,Panwine,MMR015007
 Total,36369,35574,71943,Panwine,MMR015007
 Employee (Government),57,38,95,Panlon(ST),MMR015021
" Employee (Private, Org)",308,94,402,Panlon(ST),MMR015021
 Employer,21,8,29,Panlon(ST),MMR015021
 Own account worker,1004,343,1347,Panlon(ST),MMR015021
 Contributing family worker,375,303,678,Panlon(ST),MMR015021
 Sought work,104,49,153,Panlon(ST),MMR015021
 Did not seek work,12,3,15,Panlon(ST),MMR015021
 Full time student,261,301,562,Panlon(ST),MMR015021
 Household work,56,907,963,Panlon(ST),MMR015021
" Pensioner, retired, elderly person",98,136,234,Panlon(ST),MMR015021
" Ill, disabled",21,16,37,Panlon(ST),MMR015021
 Other,74,30,104,Panlon(ST),MMR015021
 Total,2391,2228,4619,Panlon(ST),MMR015021
 Employee (Government),386,78,464,Makman,MMR015024
" Employee (Private, Org)",268,79,347,Makman,MMR015024
 Employer,92,5,97,Makman,MMR015024
 Own account worker,2819,652,3471,Makman,MMR015024
 Contributing family worker,2024,3403,5427,Makman,MMR015024
 Sought work,47,14,61,Makman,MMR015024
 Did not seek work,96,37,133,Makman,MMR015024
 Full time student,406,397,803,Makman,MMR015024
 Household work,254,1571,1825,Makman,MMR015024
" Pensioner, retired, elderly person",227,366,593,Makman,MMR015024
" Ill, disabled",26,34,60,Makman,MMR015024
 Other,413,105,518,Makman,MMR015024
 Total,7058,6741,13799,Makman,MMR015024
 Employee (Government),562,199,761,Pan San(Pan Kham),MMR015005
" Employee (Private, Org)",10588,5999,16587,Pan San(Pan Kham),MMR015005
 Employer,1102,631,1733,Pan San(Pan Kham),MMR015005
 Own account worker,13164,8842,22006,Pan San(Pan Kham),MMR015005
 Contributing family worker,6371,7853,14224,Pan San(Pan Kham),MMR015005
 Sought work,776,415,1191,Pan San(Pan Kham),MMR015005
 Did not seek work,539,345,884,Pan San(Pan Kham),MMR015005
 Full time student,3714,2970,6684,Pan San(Pan Kham),MMR015005
 Household work,1282,7432,8714,Pan San(Pan Kham),MMR015005
" Pensioner, retired, elderly person",1346,1876,3222,Pan San(Pan Kham),MMR015005
" Ill, disabled",145,151,296,Pan San(Pan Kham),MMR015005
 Other,2165,1299,3464,Pan San(Pan Kham),MMR015005
 Total,41754,38012,79766,Pan San(Pan Kham),MMR015005
 Employee (Government),243,55,298,Naphang,MMR015006
" Employee (Private, Org)",1498,1142,2640,Naphang,MMR015006
 Employer,398,355,753,Naphang,MMR015006
 Own account worker,21192,15214,36406,Naphang,MMR015006
 Contributing family worker,7750,8738,16488,Naphang,MMR015006
 Sought work,1326,1088,2414,Naphang,MMR015006
 Did not seek work,506,422,928,Naphang,MMR015006
 Full time student,4478,3267,7745,Naphang,MMR015006
 Household work,1361,5796,7157,Naphang,MMR015006
" Pensioner, retired, elderly person",1967,2449,4416,Naphang,MMR015006
" Ill, disabled",187,209,396,Naphang,MMR015006
 Other,3201,3183,6384,Naphang,MMR015006
 Total,44107,41918,86025,Naphang,MMR015006
 Employee (Government),79,26,105,ManKan(ST),MMR015005
" Employee (Private, Org)",110,40,150,ManKan(ST),MMR015005
 Employer,1,1,2,ManKan(ST),MMR015005
 Own account worker,216,111,327,ManKan(ST),MMR015005
 Contributing family worker,81,125,206,ManKan(ST),MMR015005
 Sought work,3,3,6,ManKan(ST),MMR015005
 Full time student,37,63,100,ManKan(ST),MMR015005
 Household work,8,167,175,ManKan(ST),MMR015005
" Pensioner, retired, elderly person",21,53,74,ManKan(ST),MMR015005
" Ill, disabled",4,3,7,ManKan(ST),MMR015005
 Other,81,12,93,ManKan(ST),MMR015005
 Total,641,604,1245,ManKan(ST),MMR015005
 Employee (Government),5708,1880,7588,Kengtung,MMR016001
" Employee (Private, Org)",8122,3138,11260,Kengtung,MMR016001
 Employer,1175,491,1666,Kengtung,MMR016001
 Own account worker,23089,12544,35633,Kengtung,MMR016001
 Contributing family worker,12831,14064,26895,Kengtung,MMR016001
 Sought work,1179,776,1955,Kengtung,MMR016001
 Did not seek work,275,145,420,Kengtung,MMR016001
 Full time student,7581,9400,16981,Kengtung,MMR016001
 Household work,1916,18281,20197,Kengtung,MMR016001
" Pensioner, retired, elderly person",2450,3735,6185,Kengtung,MMR016001
" Ill, disabled",357,328,685,Kengtung,MMR016001
 Other,5330,2079,7409,Kengtung,MMR016001
 Total,70013,66861,136874,Kengtung,MMR016001
 Employee (Government),750,151,901,Minekat,MMR016002
" Employee (Private, Org)",385,109,494,Minekat,MMR016002
 Employer,125,45,170,Minekat,MMR016002
 Own account worker,7303,3916,11219,Minekat,MMR016002
 Contributing family worker,3941,3923,7864,Minekat,MMR016002
 Sought work,170,136,306,Minekat,MMR016002
 Did not seek work,359,291,650,Minekat,MMR016002
