Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Naturalised Scrutiny Card (green),132,258,390,Kukai,MMR015011
 National Registration Card (3-fold),937,4611,5548,Kukai,MMR015011
 Religious card,21,93,114,Kukai,MMR015011
 Temporary Registration Card (white),77,381,458,Kukai,MMR015011
 Foreign Registration Card (FRC),22,10,32,Kukai,MMR015011
 Foreign Passport,7,22,29,Kukai,MMR015011
 None,5327,27404,32731,Kukai,MMR015011
 Child under 10 years,5084,18901,23985,Kukai,MMR015011
 Total,24963,76371,101334,Kukai,MMR015011
 Citizenship Scrutiny Card (pink),1518,1461,2979,Monekoe(ST),MMR015009
 Associate Scrutiny Card (blue),7,7,14,Monekoe(ST),MMR015009
 Naturalised Scrutiny Card (green),304,615,919,Monekoe(ST),MMR015009
 National Registration Card (3-fold),1275,2407,3682,Monekoe(ST),MMR015009
 Religious card,13,22,35,Monekoe(ST),MMR015009
 Temporary Registration Card (white),1154,2010,3164,Monekoe(ST),MMR015009
 Foreign Registration Card (FRC),3,29,32,Monekoe(ST),MMR015009
 Foreign Passport,6,12,18,Monekoe(ST),MMR015009
 None,2556,5667,8223,Monekoe(ST),MMR015009
 Child under 10 years,2011,3488,5499,Monekoe(ST),MMR015009
 Total,8847,15718,24565,Monekoe(ST),MMR015009
 Citizenship Scrutiny Card (pink),1032,3618,4650,Manhero(ST),MMR015009
 Naturalised Scrutiny Card (green),-,12,12,Manhero(ST),MMR015009
 National Registration Card (3-fold),71,328,399,Manhero(ST),MMR015009
 Religious card,6,14,20,Manhero(ST),MMR015009
 Temporary Registration Card (white),-,3,3,Manhero(ST),MMR015009
 Foreign Registration Card (FRC),1,10,11,Manhero(ST),MMR015009
 None,105,510,615,Manhero(ST),MMR015009
 Child under 10 years,223,854,1077,Manhero(ST),MMR015009
 Total,1438,5349,6787,Manhero(ST),MMR015009
 Citizenship Scrutiny Card (pink),3998,6031,10029,Pansai(KyuKute)(ST),MMR015009
 Associate Scrutiny Card (blue),20,3,23,Pansai(KyuKute)(ST),MMR015009
 Naturalised Scrutiny Card (green),148,50,198,Pansai(KyuKute)(ST),MMR015009
 National Registration Card (3-fold),1162,808,1970,Pansai(KyuKute)(ST),MMR015009
 Religious card,26,28,54,Pansai(KyuKute)(ST),MMR015009
 Temporary Registration Card (white),260,427,687,Pansai(KyuKute)(ST),MMR015009
 Foreign Registration Card (FRC),8,6,14,Pansai(KyuKute)(ST),MMR015009
 Foreign Passport,3,8,11,Pansai(KyuKute)(ST),MMR015009
 None,2077,3196,5273,Pansai(KyuKute)(ST),MMR015009
 Child under 10 years,1828,2863,4691,Pansai(KyuKute)(ST),MMR015009
 Total,9530,13420,22950,Pansai(KyuKute)(ST),MMR015009
 Citizenship Scrutiny Card (pink),6395,11100,17495,Tamoenye(ST),MMR015011
 Associate Scrutiny Card (blue),-,24,24,Tamoenye(ST),MMR015011
 Naturalised Scrutiny Card (green),45,360,405,Tamoenye(ST),MMR015011
 National Registration Card (3-fold),1531,5832,7363,Tamoenye(ST),MMR015011
 Religious card,2,51,53,Tamoenye(ST),MMR015011
 Temporary Registration Card (white),11,699,710,Tamoenye(ST),MMR015011
 Foreign Registration Card (FRC),-,1,1,Tamoenye(ST),MMR015011
 Foreign Passport,1,13,14,Tamoenye(ST),MMR015011
 None,3779,25660,29439,Tamoenye(ST),MMR015011
 Child under 10 years,2911,14903,17814,Tamoenye(ST),MMR015011
 Total,14675,58643,73318,Tamoenye(ST),MMR015011
 Citizenship Scrutiny Card (pink),25469,48600,74069,Kyukme,MMR015012
 Associate Scrutiny Card (blue),305,62,367,Kyukme,MMR015012
 Naturalised Scrutiny Card (green),384,273,657,Kyukme,MMR015012
 National Registration Card (3-fold),711,1926,2637,Kyukme,MMR015012
 Religious card,221,256,477,Kyukme,MMR015012
 Temporary Registration Card (white),105,143,248,Kyukme,MMR015012
 Foreign Registration Card (FRC),70,19,89,Kyukme,MMR015012
 Foreign Passport,11,12,23,Kyukme,MMR015012
 None,6210,18928,25138,Kyukme,MMR015012
 Child under 10 years,6444,17411,23855,Kyukme,MMR015012
 Total,39930,87630,127560,Kyukme,MMR015012
 Citizenship Scrutiny Card (pink),12015,77333,89348,Naungkhio,MMR015013
 Associate Scrutiny Card (blue),22,49,71,Naungkhio,MMR015013
 Naturalised Scrutiny Card (green),52,399,451,Naungkhio,MMR015013
 National Registration Card (3-fold),216,2140,2356,Naungkhio,MMR015013
 Religious card,63,368,431,Naungkhio,MMR015013
 Temporary Registration Card (white),30,354,384,Naungkhio,MMR015013
 Foreign Registration Card (FRC),33,48,81,Naungkhio,MMR015013
 Foreign Passport,1,96,97,Naungkhio,MMR015013
 None,3070,25677,28747,Naungkhio,MMR015013
 Child under 10 years,3320,24556,27876,Naungkhio,MMR015013
 Total,18822,131020,149842,Naungkhio,MMR015013
 Citizenship Scrutiny Card (pink),14170,58089,72259,Hsipaw,MMR015014
 Associate Scrutiny Card (blue),70,60,130,Hsipaw,MMR015014
 Naturalised Scrutiny Card (green),201,503,704,Hsipaw,MMR015014
 National Registration Card (3-fold),363,4156,4519,Hsipaw,MMR015014
 Religious card,200,341,541,Hsipaw,MMR015014
 Temporary Registration Card (white),39,228,267,Hsipaw,MMR015014
 Foreign Registration Card (FRC),33,19,52,Hsipaw,MMR015014
 Foreign Passport,58,21,79,Hsipaw,MMR015014
 None,2566,60235,62801,Hsipaw,MMR015014
 Child under 10 years,3197,31609,34806,Hsipaw,MMR015014
 Total,20897,155261,176158,Hsipaw,MMR015014
 Citizenship Scrutiny Card (pink),8432,19772,28204,Namtu,MMR015015
 Associate Scrutiny Card (blue),24,21,45,Namtu,MMR015015
 Naturalised Scrutiny Card (green),215,370,585,Namtu,MMR015015
 National Registration Card (3-fold),190,759,949,Namtu,MMR015015
 Religious card,64,91,155,Namtu,MMR015015
 Temporary Registration Card (white),19,89,108,Namtu,MMR015015
 Foreign Registration Card (FRC),18,31,49,Namtu,MMR015015
 Foreign Passport,12,3,15,Namtu,MMR015015
 None,1958,7436,9394,Namtu,MMR015015
 Child under 10 years,2366,8553,10919,Namtu,MMR015015
 Total,13298,37125,50423,Namtu,MMR015015
 Citizenship Scrutiny Card (pink),2666,35561,38227,Namsan(North),MMR015016
 Associate Scrutiny Card (blue),87,41,128,Namsan(North),MMR015016
 Naturalised Scrutiny Card (green),91,121,212,Namsan(North),MMR015016
 National Registration Card (3-fold),27,555,582,Namsan(North),MMR015016
 Religious card,58,458,516,Namsan(North),MMR015016
 Temporary Registration Card (white),2,81,83,Namsan(North),MMR015016
 Foreign Registration Card (FRC),19,16,35,Namsan(North),MMR015016
 Foreign Passport,-,11,11,Namsan(North),MMR015016
 None,518,15855,16373,Namsan(North),MMR015016
 Child under 10 years,670,15367,16037,Namsan(North),MMR015016
 Total,4138,68066,72204,Namsan(North),MMR015016
 Citizenship Scrutiny Card (pink),6794,28988,35782,Momeik,MMR015017
 Associate Scrutiny Card (blue),25,12,37,Momeik,MMR015017
 Naturalised Scrutiny Card (green),35,54,89,Momeik,MMR015017
 National Registration Card (3-fold),52,755,807,Momeik,MMR015017
 Religious card,83,192,275,Momeik,MMR015017
 Temporary Registration Card (white),8,85,93,Momeik,MMR015017
 Foreign Registration Card (FRC),9,3,12,Momeik,MMR015017
 Foreign Passport,1,10,11,Momeik,MMR015017
 None,1594,12123,13717,Momeik,MMR015017
 Child under 10 years,1659,10848,12507,Momeik,MMR015017
 Total,10260,53070,63330,Momeik,MMR015017
 Citizenship Scrutiny Card (pink),2549,27734,30283,Mabane,MMR015018
 Associate Scrutiny Card (blue),-,13,13,Mabane,MMR015018
 Naturalised Scrutiny Card (green),1,52,53,Mabane,MMR015018
 National Registration Card (3-fold),5,99,104,Mabane,MMR015018
 Religious card,23,139,162,Mabane,MMR015018
 Temporary Registration Card (white),-,111,111,Mabane,MMR015018
 Foreign Registration Card (FRC),-,1,1,Mabane,MMR015018
 Foreign Passport,-,13,13,Mabane,MMR015018
 None,247,7593,7840,Mabane,MMR015018
 Child under 10 years,416,8402,8818,Mabane,MMR015018
 Total,3241,44157,47398,Mabane,MMR015018
 Citizenship Scrutiny Card (pink),2388,10956,13344,Manton,MMR015019
 Associate Scrutiny Card (blue),24,47,71,Manton,MMR015019
 Naturalised Scrutiny Card (green),109,67,176,Manton,MMR015019
 National Registration Card (3-fold),86,407,493,Manton,MMR015019
 Religious card,2,58,60,Manton,MMR015019
 Temporary Registration Card (white),7,47,54,Manton,MMR015019
 Foreign Registration Card (FRC),5,1,6,Manton,MMR015019
 Foreign Passport,-,11,11,Manton,MMR015019
 None,643,13397,14040,Manton,MMR015019
 Child under 10 years,838,9508,10346,Manton,MMR015019
 Total,4102,34499,38601,Manton,MMR015019
 Citizenship Scrutiny Card (pink),1522,8560,10082,Minengaw(ST),MMR015012
 Associate Scrutiny Card (blue),22,5,27,Minengaw(ST),MMR015012
 Naturalised Scrutiny Card (green),47,49,96,Minengaw(ST),MMR015012
 National Registration Card (3-fold),22,287,309,Minengaw(ST),MMR015012
 Religious card,7,93,100,Minengaw(ST),MMR015012
 Temporary Registration Card (white),10,20,30,Minengaw(ST),MMR015012
 Foreign Registration Card (FRC),9,-,9,Minengaw(ST),MMR015012
 Foreign Passport,1,8,9,Minengaw(ST),MMR015012
 None,357,3484,3841,Minengaw(ST),MMR015012
 Child under 10 years,436,3962,4398,Minengaw(ST),MMR015012
 Total,2433,16468,18901,Minengaw(ST),MMR015012
 Citizenship Scrutiny Card (pink),1500,10840,12340,Minelon(ST),MMR015012
 Associate Scrutiny Card (blue),2,7,9,Minelon(ST),MMR015012
 Naturalised Scrutiny Card (green),20,25,45,Minelon(ST),MMR015012
 National Registration Card (3-fold),37,477,514,Minelon(ST),MMR015012
 Religious card,10,110,120,Minelon(ST),MMR015012
 Temporary Registration Card (white),7,25,32,Minelon(ST),MMR015012
 Foreign Registration Card (FRC),-,3,3,Minelon(ST),MMR015012
 Foreign Passport,1,15,16,Minelon(ST),MMR015012
 None,318,6673,6991,Minelon(ST),MMR015012
 Child under 10 years,453,5125,5578,Minelon(ST),MMR015012
 Total,2348,23300,25648,Minelon(ST),MMR015012
 Citizenship Scrutiny Card (pink),3097,18055,21152,Kunlon,MMR015020
 Associate Scrutiny Card (blue),4,56,60,Kunlon,MMR015020
 Naturalised Scrutiny Card (green),39,197,236,Kunlon,MMR015020
 National Registration Card (3-fold),302,7469,7771,Kunlon,MMR015020
 Religious card,21,76,97,Kunlon,MMR015020
 Temporary Registration Card (white),16,525,541,Kunlon,MMR015020
 Foreign Registration Card (FRC),4,22,26,Kunlon,MMR015020
 Foreign Passport,-,16,16,Kunlon,MMR015020
 None,954,13048,14002,Kunlon,MMR015020
 Child under 10 years,1112,13761,14873,Kunlon,MMR015020
 Total,5549,53225,58774,Kunlon,MMR015020
 Citizenship Scrutiny Card (pink),5530,5405,10935,Laukine,MMR015022
 Associate Scrutiny Card (blue),8,11,19,Laukine,MMR015022
 Naturalised Scrutiny Card (green),147,480,627,Laukine,MMR015022
 National Registration Card (3-fold),5114,21969,27083,Laukine,MMR015022
 Religious card,10,19,29,Laukine,MMR015022
 Temporary Registration Card (white),825,239,1064,Laukine,MMR015022
 Foreign Registration Card (FRC),1457,26,1483,Laukine,MMR015022
 Foreign Passport,351,44,395,Laukine,MMR015022
 None,5855,22863,28718,Laukine,MMR015022
 Child under 10 years,4138,15470,19608,Laukine,MMR015022
 Total,23435,66526,89961,Laukine,MMR015022
 Citizenship Scrutiny Card (pink),380,169,549,Kongyan,MMR015023
 Associate Scrutiny Card (blue),2,1,3,Kongyan,MMR015023
 Naturalised Scrutiny Card (green),4,82,86,Kongyan,MMR015023
 National Registration Card (3-fold),288,10612,10900,Kongyan,MMR015023
 Religious card,3,1,4,Kongyan,MMR015023
 Temporary Registration Card (white),8,27,35,Kongyan,MMR015023
 Foreign Passport,-,3,3,Kongyan,MMR015023
 None,264,12840,13104,Kongyan,MMR015023
 Child under 10 years,237,8851,9088,Kongyan,MMR015023
 Total,1186,32586,33772,Kongyan,MMR015023
 Citizenship Scrutiny Card (pink),1654,365,2019,Chinshwehaw(ST),MMR015022
 Naturalised Scrutiny Card (green),19,6,25,Chinshwehaw(ST),MMR015022
 National Registration Card (3-fold),296,485,781,Chinshwehaw(ST),MMR015022
 Religious card,15,-,15,Chinshwehaw(ST),MMR015022
 Temporary Registration Card (white),12,-,12,Chinshwehaw(ST),MMR015022
 Foreign Registration Card (FRC),96,1,97,Chinshwehaw(ST),MMR015022
 Foreign Passport,3,-,3,Chinshwehaw(ST),MMR015022
 None,481,450,931,Chinshwehaw(ST),MMR015022
 Child under 10 years,562,444,1006,Chinshwehaw(ST),MMR015022
 Total,3138,1751,4889,Chinshwehaw(ST),MMR015022
 Citizenship Scrutiny Card (pink),93,446,539,Mawhtike(ST),MMR015023
 Associate Scrutiny Card (blue),-,2,2,Mawhtike(ST),MMR015023
 Naturalised Scrutiny Card (green),26,43,69,Mawhtike(ST),MMR015023
 National Registration Card (3-fold),100,8910,9010,Mawhtike(ST),MMR015023
 Religious card,1,4,5,Mawhtike(ST),MMR015023
 Temporary Registration Card (white),-,17,17,Mawhtike(ST),MMR015023
 Foreign Registration Card (FRC),1,5,6,Mawhtike(ST),MMR015023
 Foreign Passport,33,41,74,Mawhtike(ST),MMR015023
 None,95,11156,11251,Mawhtike(ST),MMR015023
 Child under 10 years,75,5242,5317,Mawhtike(ST),MMR015023
 Total,424,25866,26290,Mawhtike(ST),MMR015023
 Citizenship Scrutiny Card (pink),5418,5677,11095,Hopan,MMR015021
 Associate Scrutiny Card (blue),2,23,25,Hopan,MMR015021
 Naturalised Scrutiny Card (green),15,61,76,Hopan,MMR015021
 National Registration Card (3-fold),1112,746,1858,Hopan,MMR015021
 Religious card,27,59,86,Hopan,MMR015021
 Temporary Registration Card (white),114,441,555,Hopan,MMR015021
 Foreign Registration Card (FRC),-,16,16,Hopan,MMR015021
 Foreign Passport,4,8,12,Hopan,MMR015021
 None,6693,21431,28124,Hopan,MMR015021
 Child under 10 years,3508,9539,13047,Hopan,MMR015021
 Total,16893,38001,54894,Hopan,MMR015021
 Citizenship Scrutiny Card (pink),337,630,967,Minemaw,MMR015008
 Associate Scrutiny Card (blue),67,36,103,Minemaw,MMR015008
 Naturalised Scrutiny Card (green),53,25,78,Minemaw,MMR015008
 National Registration Card (3-fold),2,3,5,Minemaw,MMR015008
 Religious card,2,-,2,Minemaw,MMR015008
 Temporary Registration Card (white),60,14,74,Minemaw,MMR015008
 Foreign Registration Card (FRC),10,-,10,Minemaw,MMR015008
 Foreign Passport,17,42,59,Minemaw,MMR015008
 None,3699,47243,50942,Minemaw,MMR015008
 Child under 10 years,1408,17035,18443,Minemaw,MMR015008
 Total,5655,65028,70683,Minemaw,MMR015008
 Citizenship Scrutiny Card (pink),124,993,1117,Panwine,MMR015007
 Associate Scrutiny Card (blue),-,66,66,Panwine,MMR015007
 Naturalised Scrutiny Card (green),-,114,114,Panwine,MMR015007
 National Registration Card (3-fold),-,1,1,Panwine,MMR015007
 Religious card,-,1,1,Panwine,MMR015007
 Temporary Registration Card (white),-,51,51,Panwine,MMR015007
 Foreign Registration Card (FRC),-,6,6,Panwine,MMR015007
 Foreign Passport,12,37,49,Panwine,MMR015007
 None,2443,68095,70538,Panwine,MMR015007
 Child under 10 years,857,24297,25154,Panwine,MMR015007
 Total,3436,93661,97097,Panwine,MMR015007
 Citizenship Scrutiny Card (pink),1359,1188,2547,Panlon(ST),MMR015021
 Associate Scrutiny Card (blue),2,2,4,Panlon(ST),MMR015021
 Naturalised Scrutiny Card (green),9,2,11,Panlon(ST),MMR015021
 National Registration Card (3-fold),84,44,128,Panlon(ST),MMR015021
 Religious card,6,12,18,Panlon(ST),MMR015021
 Temporary Registration Card (white),90,27,117,Panlon(ST),MMR015021
 Foreign Registration Card (FRC),1,-,1,Panlon(ST),MMR015021
 Foreign Passport,-,1,1,Panlon(ST),MMR015021
 None,1114,678,1792,Panlon(ST),MMR015021
 Child under 10 years,904,683,1587,Panlon(ST),MMR015021
 Total,3569,2637,6206,Panlon(ST),MMR015021
 Citizenship Scrutiny Card (pink),197,6409,6606,Makman,MMR015024
 Associate Scrutiny Card (blue),-,5,5,Makman,MMR015024
 Naturalised Scrutiny Card (green),1,15,16,Makman,MMR015024
 National Registration Card (3-fold),1,21,22,Makman,MMR015024
 Religious card,6,27,33,Makman,MMR015024
 Temporary Registration Card (white),1,3,4,Makman,MMR015024
 Foreign Passport,-,4,4,Makman,MMR015024
 None,38,7071,7109,Makman,MMR015024
 Child under 10 years,48,5885,5933,Makman,MMR015024
 Total,292,19440,19732,Makman,MMR015024
 Citizenship Scrutiny Card (pink),2047,6583,8630,Pan San(Pan Kham),MMR015005
 Associate Scrutiny Card (blue),355,138,493,Pan San(Pan Kham),MMR015005
 Naturalised Scrutiny Card (green),31,71,102,Pan San(Pan Kham),MMR015005
 National Registration Card (3-fold),228,168,396,Pan San(Pan Kham),MMR015005
 Religious card,1,202,203,Pan San(Pan Kham),MMR015005
 Temporary Registration Card (white),168,408,576,Pan San(Pan Kham),MMR015005
 Foreign Registration Card (FRC),217,602,819,Pan San(Pan Kham),MMR015005
 Foreign Passport,4,202,206,Pan San(Pan Kham),MMR015005
 None,10618,57723,68341,Pan San(Pan Kham),MMR015005
 Child under 10 years,2267,22296,24563,Pan San(Pan Kham),MMR015005
 Total,15936,88393,104329,Pan San(Pan Kham),MMR015005
 Citizenship Scrutiny Card (pink),11,906,917,Naphang,MMR015006
 Associate Scrutiny Card (blue),-,18,18,Naphang,MMR015006
 Naturalised Scrutiny Card (green),-,86,86,Naphang,MMR015006
 National Registration Card (3-fold),-,3,3,Naphang,MMR015006
 Religious card,-,6,6,Naphang,MMR015006
 Temporary Registration Card (white),-,830,830,Naphang,MMR015006
 Foreign Registration Card (FRC),-,2,2,Naphang,MMR015006
 Foreign Passport,6,30,36,Naphang,MMR015006
 None,782,83345,84127,Naphang,MMR015006
 Child under 10 years,171,29984,30155,Naphang,MMR015006
 Total,970,115210,116180,Naphang,MMR015006
 Citizenship Scrutiny Card (pink),230,454,684,ManKan(ST),MMR015005
 Naturalised Scrutiny Card (green),3,6,9,ManKan(ST),MMR015005
 National Registration Card (3-fold),12,37,49,ManKan(ST),MMR015005
 Religious card,1,2,3,ManKan(ST),MMR015005
 None,73,427,500,ManKan(ST),MMR015005
 Child under 10 years,100,298,398,ManKan(ST),MMR015005
 Total,419,1224,1643,ManKan(ST),MMR015005
 Citizenship Scrutiny Card (pink),34428,79385,113813,Kengtung,MMR016001
 Associate Scrutiny Card (blue),119,43,162,Kengtung,MMR016001
 Naturalised Scrutiny Card (green),119,85,204,Kengtung,MMR016001
 National Registration Card (3-fold),113,300,413,Kengtung,MMR016001
 Religious card,243,334,577,Kengtung,MMR016001
 Temporary Registration Card (white),133,394,527,Kengtung,MMR016001
 Foreign Registration Card (FRC),25,4,29,Kengtung,MMR016001
 Foreign Passport,89,47,136,Kengtung,MMR016001
 None,2586,18427,21013,Kengtung,MMR016001
 Child under 10 years,6434,28312,34746,Kengtung,MMR016001
 Total,44289,127331,171620,Kengtung,MMR016001
 Citizenship Scrutiny Card (pink),2181,15275,17456,Minekat,MMR016002
 Associate Scrutiny Card (blue),-,9,9,Minekat,MMR016002
 Naturalised Scrutiny Card (green),-,25,25,Minekat,MMR016002
 National Registration Card (3-fold),1,11,12,Minekat,MMR016002
 Religious card,9,57,66,Minekat,MMR016002
 Temporary Registration Card (white),4,75,79,Minekat,MMR016002
 Foreign Registration Card (FRC),-,162,162,Minekat,MMR016002
 Foreign Passport,-,10,10,Minekat,MMR016002
 None,201,15977,16178,Minekat,MMR016002
 Child under 10 years,431,10100,10531,Minekat,MMR016002
 Total,2827,41701,44528,Minekat,MMR016002
 Citizenship Scrutiny Card (pink),3732,11914,15646,Mineyan,MMR016003
 Associate Scrutiny Card (blue),-,40,40,Mineyan,MMR016003
 Naturalised Scrutiny Card (green),4,29,33,Mineyan,MMR016003
 National Registration Card (3-fold),5,160,165,Mineyan,MMR016003
 Religious card,38,37,75,Mineyan,MMR016003
 Temporary Registration Card (white),5,265,270,Mineyan,MMR016003
 Foreign Registration Card (FRC),1,204,205,Mineyan,MMR016003
 Foreign Passport,-,30,30,Mineyan,MMR016003
 None,343,24947,25290,Mineyan,MMR016003
 Child under 10 years,838,9999,10837,Mineyan,MMR016003
 Total,4966,47625,52591,Mineyan,MMR016003
 Citizenship Scrutiny Card (pink),6486,8093,14579,Minelar,MMR016005
 Associate Scrutiny Card (blue),9,15,24,Minelar,MMR016005
 Naturalised Scrutiny Card (green),23,8,31,Minelar,MMR016005
 National Registration Card (3-fold),311,17,328,Minelar,MMR016005
 Religious card,10,6,16,Minelar,MMR016005
 Temporary Registration Card (white),426,107,533,Minelar,MMR016005
 Foreign Registration Card (FRC),557,29,586,Minelar,MMR016005
 Foreign Passport,5319,2474,7793,Minelar,MMR016005
 None,5586,7582,13168,Minelar,MMR016005
 Child under 10 years,1726,4284,6010,Minelar,MMR016005
 Total,20453,22615,43068,Minelar,MMR016005
 Citizenship Scrutiny Card (pink),-,4062,4062,Mine Pauk(ST),MMR016003
 Associate Scrutiny Card (blue),-,28,28,Mine Pauk(ST),MMR016003
 Naturalised Scrutiny Card (green),-,20,20,Mine Pauk(ST),MMR016003
 National Registration Card (3-fold),-,8,8,Mine Pauk(ST),MMR016003
 Religious card,-,9,9,Mine Pauk(ST),MMR016003
 Temporary Registration Card (white),-,93,93,Mine Pauk(ST),MMR016003
 Foreign Registration Card (FRC),-,168,168,Mine Pauk(ST),MMR016003
 Foreign Passport,-,13,13,Mine Pauk(ST),MMR016003
 None,-,38374,38374,Mine Pauk(ST),MMR016003
 Child under 10 years,-,12279,12279,Mine Pauk(ST),MMR016003
 Total,-,55054,55054,Mine Pauk(ST),MMR016003
 Citizenship Scrutiny Card (pink),5866,27017,32883,Minesat,MMR016006
 Associate Scrutiny Card (blue),1,59,60,Minesat,MMR016006
 Naturalised Scrutiny Card (green),14,22,36,Minesat,MMR016006
 National Registration Card (3-fold),28,47,75,Minesat,MMR016006
 Religious card,37,65,102,Minesat,MMR016006
 Temporary Registration Card (white),21,545,566,Minesat,MMR016006
 Foreign Registration Card (FRC),1,3,4,Minesat,MMR016006
 Foreign Passport,-,9,9,Minesat,MMR016006
 None,716,28436,29152,Minesat,MMR016006
 Child under 10 years,1320,22346,23666,Minesat,MMR016006
 Total,8004,78549,86553,Minesat,MMR016006
 Citizenship Scrutiny Card (pink),4887,19768,24655,Minepyin,MMR016007
 Associate Scrutiny Card (blue),3,6,9,Minepyin,MMR016007
 Naturalised Scrutiny Card (green),6,31,37,Minepyin,MMR016007
 National Registration Card (3-fold),10,38,48,Minepyin,MMR016007
 Religious card,18,95,113,Minepyin,MMR016007
 Temporary Registration Card (white),10,97,107,Minepyin,MMR016007
 Foreign Registration Card (FRC),-,1,1,Minepyin,MMR016007
 Foreign Passport,-,3,3,Minepyin,MMR016007
 None,650,14427,15077,Minepyin,MMR016007
 Child under 10 years,1257,12842,14099,Minepyin,MMR016007
 Total,6841,47308,54149,Minepyin,MMR016007
 Citizenship Scrutiny Card (pink),4356,8053,12409,Minetung,MMR016008
 Associate Scrutiny Card (blue),-,2,2,Minetung,MMR016008
 Naturalised Scrutiny Card (green),1,9,10,Minetung,MMR016008
 National Registration Card (3-fold),6,14,20,Minetung,MMR016008
 Religious card,25,33,58,Minetung,MMR016008
 Temporary Registration Card (white),4,104,108,Minetung,MMR016008
 None,467,3496,3963,Minetung,MMR016008
 Child under 10 years,960,4464,5424,Minetung,MMR016008
 Total,5819,16175,21994,Minetung,MMR016008
 Citizenship Scrutiny Card (pink),994,8610,9604,Minekoke(ST),MMR016006
 Associate Scrutiny Card (blue),-,2,2,Minekoke(ST),MMR016006
 Naturalised Scrutiny Card (green),2,3,5,Minekoke(ST),MMR016006
 National Registration Card (3-fold),1,16,17,Minekoke(ST),MMR016006
 Religious card,3,4,7,Minekoke(ST),MMR016006
 Temporary Registration Card (white),1,11,12,Minekoke(ST),MMR016006
 Foreign Registration Card (FRC),9,-,9,Minekoke(ST),MMR016006
 Foreign Passport,-,2,2,Minekoke(ST),MMR016006
 None,150,2777,2927,Minekoke(ST),MMR016006
 Child under 10 years,281,5230,5511,Minekoke(ST),MMR016006
 Total,1441,16655,18096,Minekoke(ST),MMR016006
 Citizenship Scrutiny Card (pink),1557,6488,8045,Tontar(ST),MMR016007
 Associate Scrutiny Card (blue),-,1,1,Tontar(ST),MMR016007
 Naturalised Scrutiny Card (green),2,5,7,Tontar(ST),MMR016007
 National Registration Card (3-fold),2,50,52,Tontar(ST),MMR016007
 Religious card,5,4,9,Tontar(ST),MMR016007
 Temporary Registration Card (white),-,11,11,Tontar(ST),MMR016007
 Foreign Passport,-,1,1,Tontar(ST),MMR016007
 None,112,2457,2569,Tontar(ST),MMR016007
 Child under 10 years,387,3602,3989,Tontar(ST),MMR016007
 Total,2065,12619,14684,Tontar(ST),MMR016007
 Citizenship Scrutiny Card (pink),2356,10944,13300,Ponparkyin(ST),MMR016008
 Associate Scrutiny Card (blue),-,21,21,Ponparkyin(ST),MMR016008
 Naturalised Scrutiny Card (green),1,19,20,Ponparkyin(ST),MMR016008
 National Registration Card (3-fold),9,55,64,Ponparkyin(ST),MMR016008
 Religious card,8,32,40,Ponparkyin(ST),MMR016008
 Temporary Registration Card (white),25,430,455,Ponparkyin(ST),MMR016008
 Foreign Registration Card (FRC),-,3,3,Ponparkyin(ST),MMR016008
 Foreign Passport,-,34,34,Ponparkyin(ST),MMR016008
 None,253,19448,19701,Ponparkyin(ST),MMR016008
 Child under 10 years,549,9632,10181,Ponparkyin(ST),MMR016008
 Total,3201,40618,43819,Ponparkyin(ST),MMR016008
 Citizenship Scrutiny Card (pink),219,532,751,Monehta(ST),MMR016008
 Associate Scrutiny Card (blue),-,2,2,Monehta(ST),MMR016008
 Naturalised Scrutiny Card (green),-,3,3,Monehta(ST),MMR016008
 National Registration Card (3-fold),-,1,1,Monehta(ST),MMR016008
 Religious card,1,5,6,Monehta(ST),MMR016008
 Temporary Registration Card (white),1,93,94,Monehta(ST),MMR016008
 Foreign Passport,-,1,1,Monehta(ST),MMR016008
 None,119,2123,2242,Monehta(ST),MMR016008
 Child under 10 years,64,1112,1176,Monehta(ST),MMR016008
 Total,404,3872,4276,Monehta(ST),MMR016008
 Citizenship Scrutiny Card (pink),39022,63802,102824,Tachileik,MMR016009
 Associate Scrutiny Card (blue),91,25,116,Tachileik,MMR016009
 Naturalised Scrutiny Card (green),119,64,183,Tachileik,MMR016009
 National Registration Card (3-fold),276,321,597,Tachileik,MMR016009
 Religious card,180,374,554,Tachileik,MMR016009
 Temporary Registration Card (white),141,610,751,Tachileik,MMR016009
 Foreign Registration Card (FRC),33,4,37,Tachileik,MMR016009
 Foreign Passport,190,53,243,Tachileik,MMR016009
 None,3497,12659,16156,Tachileik,MMR016009
 Child under 10 years,8004,18556,26560,Tachileik,MMR016009
 Total,51553,96468,148021,Tachileik,MMR016009
 Citizenship Scrutiny Card (pink),3029,9874,12903,Talay(ST),MMR016009
 Associate Scrutiny Card (blue),-,3,3,Talay(ST),MMR016009
 Naturalised Scrutiny Card (green),5,8,13,Talay(ST),MMR016009
 National Registration Card (3-fold),32,56,88,Talay(ST),MMR016009
 Religious card,9,82,91,Talay(ST),MMR016009
 Temporary Registration Card (white),5,31,36,Talay(ST),MMR016009
 None,208,1259,1467,Talay(ST),MMR016009
 Child under 10 years,681,2966,3647,Talay(ST),MMR016009
 Total,3969,14279,18248,Talay(ST),MMR016009
 Citizenship Scrutiny Card (pink),2577,5210,7787,Kenglat(ST),MMR016009
