Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Temporary Registration Card (white),47,46,93,Momeik,MMR015017
 Foreign Registration Card (FRC),6,6,12,Momeik,MMR015017
 Foreign Passport,3,8,11,Momeik,MMR015017
 None,6896,6821,13717,Momeik,MMR015017
 Child under 10 years,6442,6065,12507,Momeik,MMR015017
 Total,31545,31785,63330,Momeik,MMR015017
 Citizenship Scrutiny Card (pink),15582,14701,30283,Mabane,MMR015018
 Associate Scrutiny Card (blue),7,6,13,Mabane,MMR015018
 Naturalised Scrutiny Card (green),37,16,53,Mabane,MMR015018
 National Registration Card (3-fold),59,45,104,Mabane,MMR015018
 Religious card,154,8,162,Mabane,MMR015018
 Temporary Registration Card (white),57,54,111,Mabane,MMR015018
 Foreign Registration Card (FRC),-,1,1,Mabane,MMR015018
 Foreign Passport,4,9,13,Mabane,MMR015018
 None,4039,3801,7840,Mabane,MMR015018
 Child under 10 years,4555,4263,8818,Mabane,MMR015018
 Total,24494,22904,47398,Mabane,MMR015018
 Citizenship Scrutiny Card (pink),7129,6215,13344,Manton,MMR015019
 Associate Scrutiny Card (blue),41,30,71,Manton,MMR015019
 Naturalised Scrutiny Card (green),102,74,176,Manton,MMR015019
 National Registration Card (3-fold),232,261,493,Manton,MMR015019
 Religious card,54,6,60,Manton,MMR015019
 Temporary Registration Card (white),27,27,54,Manton,MMR015019
 Foreign Registration Card (FRC),3,3,6,Manton,MMR015019
 Foreign Passport,6,5,11,Manton,MMR015019
 None,5831,8209,14040,Manton,MMR015019
 Child under 10 years,5137,5209,10346,Manton,MMR015019
 Total,18562,20039,38601,Manton,MMR015019
 Citizenship Scrutiny Card (pink),4614,5468,10082,Minengaw(ST),MMR015012
 Associate Scrutiny Card (blue),11,16,27,Minengaw(ST),MMR015012
 Naturalised Scrutiny Card (green),57,39,96,Minengaw(ST),MMR015012
 National Registration Card (3-fold),133,176,309,Minengaw(ST),MMR015012
 Religious card,96,4,100,Minengaw(ST),MMR015012
 Temporary Registration Card (white),15,15,30,Minengaw(ST),MMR015012
 Foreign Registration Card (FRC),4,5,9,Minengaw(ST),MMR015012
 Foreign Passport,4,5,9,Minengaw(ST),MMR015012
 None,1671,2170,3841,Minengaw(ST),MMR015012
 Child under 10 years,2228,2170,4398,Minengaw(ST),MMR015012
 Total,8833,10068,18901,Minengaw(ST),MMR015012
 Citizenship Scrutiny Card (pink),6063,6277,12340,Minelon(ST),MMR015012
 Associate Scrutiny Card (blue),4,5,9,Minelon(ST),MMR015012
 Naturalised Scrutiny Card (green),31,14,45,Minelon(ST),MMR015012
 National Registration Card (3-fold),178,336,514,Minelon(ST),MMR015012
 Religious card,111,9,120,Minelon(ST),MMR015012
 Temporary Registration Card (white),11,21,32,Minelon(ST),MMR015012
 Foreign Registration Card (FRC),1,2,3,Minelon(ST),MMR015012
 Foreign Passport,15,1,16,Minelon(ST),MMR015012
 None,2998,3993,6991,Minelon(ST),MMR015012
 Child under 10 years,2860,2718,5578,Minelon(ST),MMR015012
 Total,12272,13376,25648,Minelon(ST),MMR015012
 Citizenship Scrutiny Card (pink),11466,9686,21152,Kunlon,MMR015020
 Associate Scrutiny Card (blue),48,12,60,Kunlon,MMR015020
 Naturalised Scrutiny Card (green),175,61,236,Kunlon,MMR015020
 National Registration Card (3-fold),4208,3563,7771,Kunlon,MMR015020
 Religious card,67,30,97,Kunlon,MMR015020
 Temporary Registration Card (white),283,258,541,Kunlon,MMR015020
 Foreign Registration Card (FRC),22,4,26,Kunlon,MMR015020
 Foreign Passport,11,5,16,Kunlon,MMR015020
 None,7014,6988,14002,Kunlon,MMR015020
 Child under 10 years,7606,7267,14873,Kunlon,MMR015020
 Total,30900,27874,58774,Kunlon,MMR015020
 Citizenship Scrutiny Card (pink),6419,4516,10935,Laukine,MMR015022
 Associate Scrutiny Card (blue),13,6,19,Laukine,MMR015022
 Naturalised Scrutiny Card (green),543,84,627,Laukine,MMR015022
 National Registration Card (3-fold),13839,13244,27083,Laukine,MMR015022
 Religious card,25,4,29,Laukine,MMR015022
 Temporary Registration Card (white),570,494,1064,Laukine,MMR015022
 Foreign Registration Card (FRC),956,527,1483,Laukine,MMR015022
 Foreign Passport,239,156,395,Laukine,MMR015022
 None,14917,13801,28718,Laukine,MMR015022
 Child under 10 years,9874,9734,19608,Laukine,MMR015022
 Total,47395,42566,89961,Laukine,MMR015022
 Citizenship Scrutiny Card (pink),341,208,549,Kongyan,MMR015023
 Associate Scrutiny Card (blue),-,3,3,Kongyan,MMR015023
 Naturalised Scrutiny Card (green),53,33,86,Kongyan,MMR015023
 National Registration Card (3-fold),5998,4902,10900,Kongyan,MMR015023
 Religious card,4,-,4,Kongyan,MMR015023
 Temporary Registration Card (white),18,17,35,Kongyan,MMR015023
 Foreign Passport,2,1,3,Kongyan,MMR015023
 None,6474,6630,13104,Kongyan,MMR015023
 Child under 10 years,4582,4506,9088,Kongyan,MMR015023
 Total,17472,16300,33772,Kongyan,MMR015023
 Citizenship Scrutiny Card (pink),1169,850,2019,Chinshwehaw(ST),MMR015022
 Naturalised Scrutiny Card (green),16,9,25,Chinshwehaw(ST),MMR015022
 National Registration Card (3-fold),398,383,781,Chinshwehaw(ST),MMR015022
 Religious card,8,7,15,Chinshwehaw(ST),MMR015022
 Temporary Registration Card (white),9,3,12,Chinshwehaw(ST),MMR015022
 Foreign Registration Card (FRC),68,29,97,Chinshwehaw(ST),MMR015022
 Foreign Passport,2,1,3,Chinshwehaw(ST),MMR015022
 None,458,473,931,Chinshwehaw(ST),MMR015022
 Child under 10 years,510,496,1006,Chinshwehaw(ST),MMR015022
 Total,2638,2251,4889,Chinshwehaw(ST),MMR015022
 Citizenship Scrutiny Card (pink),294,245,539,Mawhtike(ST),MMR015023
 Associate Scrutiny Card (blue),1,1,2,Mawhtike(ST),MMR015023
 Naturalised Scrutiny Card (green),51,18,69,Mawhtike(ST),MMR015023
 National Registration Card (3-fold),4895,4115,9010,Mawhtike(ST),MMR015023
 Religious card,3,2,5,Mawhtike(ST),MMR015023
 Temporary Registration Card (white),11,6,17,Mawhtike(ST),MMR015023
 Foreign Registration Card (FRC),5,1,6,Mawhtike(ST),MMR015023
 Foreign Passport,34,40,74,Mawhtike(ST),MMR015023
 None,5587,5664,11251,Mawhtike(ST),MMR015023
 Child under 10 years,2718,2599,5317,Mawhtike(ST),MMR015023
 Total,13599,12691,26290,Mawhtike(ST),MMR015023
 Citizenship Scrutiny Card (pink),5836,5259,11095,Hopan,MMR015021
 Associate Scrutiny Card (blue),10,15,25,Hopan,MMR015021
 Naturalised Scrutiny Card (green),50,26,76,Hopan,MMR015021
 National Registration Card (3-fold),918,940,1858,Hopan,MMR015021
 Religious card,76,10,86,Hopan,MMR015021
 Temporary Registration Card (white),272,283,555,Hopan,MMR015021
 Foreign Registration Card (FRC),8,8,16,Hopan,MMR015021
 Foreign Passport,6,6,12,Hopan,MMR015021
 None,14402,13722,28124,Hopan,MMR015021
 Child under 10 years,6691,6356,13047,Hopan,MMR015021
 Total,28269,26625,54894,Hopan,MMR015021
 Citizenship Scrutiny Card (pink),482,485,967,Minemaw,MMR015008
 Associate Scrutiny Card (blue),62,41,103,Minemaw,MMR015008
 Naturalised Scrutiny Card (green),42,36,78,Minemaw,MMR015008
 National Registration Card (3-fold),4,1,5,Minemaw,MMR015008
 Religious card,1,1,2,Minemaw,MMR015008
 Temporary Registration Card (white),43,31,74,Minemaw,MMR015008
 Foreign Registration Card (FRC),6,4,10,Minemaw,MMR015008
 Foreign Passport,28,31,59,Minemaw,MMR015008
 None,26379,24563,50942,Minemaw,MMR015008
 Child under 10 years,9266,9177,18443,Minemaw,MMR015008
 Total,36313,34370,70683,Minemaw,MMR015008
 Citizenship Scrutiny Card (pink),641,476,1117,Panwine,MMR015007
 Associate Scrutiny Card (blue),33,33,66,Panwine,MMR015007
 Naturalised Scrutiny Card (green),63,51,114,Panwine,MMR015007
 National Registration Card (3-fold),1,-,1,Panwine,MMR015007
 Religious card,1,-,1,Panwine,MMR015007
 Temporary Registration Card (white),35,16,51,Panwine,MMR015007
 Foreign Registration Card (FRC),3,3,6,Panwine,MMR015007
 Foreign Passport,28,21,49,Panwine,MMR015007
 None,35564,34974,70538,Panwine,MMR015007
 Child under 10 years,12422,12732,25154,Panwine,MMR015007
 Total,48791,48306,97097,Panwine,MMR015007
 Citizenship Scrutiny Card (pink),1357,1190,2547,Panlon(ST),MMR015021
 Associate Scrutiny Card (blue),2,2,4,Panlon(ST),MMR015021
 Naturalised Scrutiny Card (green),9,2,11,Panlon(ST),MMR015021
 National Registration Card (3-fold),62,66,128,Panlon(ST),MMR015021
 Religious card,13,5,18,Panlon(ST),MMR015021
 Temporary Registration Card (white),54,63,117,Panlon(ST),MMR015021
 Foreign Registration Card (FRC),1,-,1,Panlon(ST),MMR015021
 Foreign Passport,1,-,1,Panlon(ST),MMR015021
 None,892,900,1792,Panlon(ST),MMR015021
 Child under 10 years,809,778,1587,Panlon(ST),MMR015021
 Total,3200,3006,6206,Panlon(ST),MMR015021
 Citizenship Scrutiny Card (pink),3747,2859,6606,Makman,MMR015024
 Associate Scrutiny Card (blue),2,3,5,Makman,MMR015024
 Naturalised Scrutiny Card (green),10,6,16,Makman,MMR015024
 National Registration Card (3-fold),13,9,22,Makman,MMR015024
 Religious card,32,1,33,Makman,MMR015024
 Temporary Registration Card (white),3,1,4,Makman,MMR015024
 Foreign Passport,-,4,4,Makman,MMR015024
 None,3251,3858,7109,Makman,MMR015024
 Child under 10 years,3010,2923,5933,Makman,MMR015024
 Total,10068,9664,19732,Makman,MMR015024
 Citizenship Scrutiny Card (pink),4934,3696,8630,Pan San(Pan Kham),MMR015005
 Associate Scrutiny Card (blue),250,243,493,Pan San(Pan Kham),MMR015005
 Naturalised Scrutiny Card (green),74,28,102,Pan San(Pan Kham),MMR015005
 National Registration Card (3-fold),225,171,396,Pan San(Pan Kham),MMR015005
 Religious card,179,24,203,Pan San(Pan Kham),MMR015005
 Temporary Registration Card (white),310,266,576,Pan San(Pan Kham),MMR015005
 Foreign Registration Card (FRC),541,278,819,Pan San(Pan Kham),MMR015005
 Foreign Passport,154,52,206,Pan San(Pan Kham),MMR015005
 None,35087,33254,68341,Pan San(Pan Kham),MMR015005
 Child under 10 years,12447,12116,24563,Pan San(Pan Kham),MMR015005
 Total,54201,50128,104329,Pan San(Pan Kham),MMR015005
 Citizenship Scrutiny Card (pink),598,319,917,Naphang,MMR015006
 Associate Scrutiny Card (blue),11,7,18,Naphang,MMR015006
 Naturalised Scrutiny Card (green),55,31,86,Naphang,MMR015006
 National Registration Card (3-fold),2,1,3,Naphang,MMR015006
 Religious card,3,3,6,Naphang,MMR015006
 Temporary Registration Card (white),473,357,830,Naphang,MMR015006
 Foreign Registration Card (FRC),1,1,2,Naphang,MMR015006
 Foreign Passport,18,18,36,Naphang,MMR015006
 None,42946,41181,84127,Naphang,MMR015006
 Child under 10 years,15262,14893,30155,Naphang,MMR015006
 Total,59369,56811,116180,Naphang,MMR015006
 Citizenship Scrutiny Card (pink),336,348,684,ManKan(ST),MMR015005
 Naturalised Scrutiny Card (green),6,3,9,ManKan(ST),MMR015005
 National Registration Card (3-fold),30,19,49,ManKan(ST),MMR015005
 Religious card,3,-,3,ManKan(ST),MMR015005
 None,266,234,500,ManKan(ST),MMR015005
 Child under 10 years,199,199,398,ManKan(ST),MMR015005
 Total,840,803,1643,ManKan(ST),MMR015005
 Citizenship Scrutiny Card (pink),57491,56322,113813,Kengtung,MMR016001
 Associate Scrutiny Card (blue),68,94,162,Kengtung,MMR016001
 Naturalised Scrutiny Card (green),106,98,204,Kengtung,MMR016001
 National Registration Card (3-fold),179,234,413,Kengtung,MMR016001
 Religious card,557,20,577,Kengtung,MMR016001
 Temporary Registration Card (white),284,243,527,Kengtung,MMR016001
 Foreign Registration Card (FRC),21,8,29,Kengtung,MMR016001
 Foreign Passport,57,79,136,Kengtung,MMR016001
 None,11250,9763,21013,Kengtung,MMR016001
 Child under 10 years,17766,16980,34746,Kengtung,MMR016001
 Total,87779,83841,171620,Kengtung,MMR016001
 Citizenship Scrutiny Card (pink),9357,8099,17456,Minekat,MMR016002
 Associate Scrutiny Card (blue),2,7,9,Minekat,MMR016002
 Naturalised Scrutiny Card (green),12,13,25,Minekat,MMR016002
 National Registration Card (3-fold),4,8,12,Minekat,MMR016002
 Religious card,64,2,66,Minekat,MMR016002
 Temporary Registration Card (white),41,38,79,Minekat,MMR016002
 Foreign Registration Card (FRC),81,81,162,Minekat,MMR016002
 Foreign Passport,6,4,10,Minekat,MMR016002
 None,8140,8038,16178,Minekat,MMR016002
 Child under 10 years,5166,5365,10531,Minekat,MMR016002
 Total,22873,21655,44528,Minekat,MMR016002
 Citizenship Scrutiny Card (pink),7992,7654,15646,Mineyan,MMR016003
 Associate Scrutiny Card (blue),23,17,40,Mineyan,MMR016003
 Naturalised Scrutiny Card (green),19,14,33,Mineyan,MMR016003
 National Registration Card (3-fold),80,85,165,Mineyan,MMR016003
 Religious card,74,1,75,Mineyan,MMR016003
 Temporary Registration Card (white),136,134,270,Mineyan,MMR016003
 Foreign Registration Card (FRC),123,82,205,Mineyan,MMR016003
 Foreign Passport,16,14,30,Mineyan,MMR016003
 None,13036,12254,25290,Mineyan,MMR016003
 Child under 10 years,5481,5356,10837,Mineyan,MMR016003
 Total,26980,25611,52591,Mineyan,MMR016003
 Citizenship Scrutiny Card (pink),7165,7414,14579,Minelar,MMR016005
 Associate Scrutiny Card (blue),11,13,24,Minelar,MMR016005
 Naturalised Scrutiny Card (green),21,10,31,Minelar,MMR016005
 National Registration Card (3-fold),144,184,328,Minelar,MMR016005
 Religious card,14,2,16,Minelar,MMR016005
 Temporary Registration Card (white),272,261,533,Minelar,MMR016005
 Foreign Registration Card (FRC),376,210,586,Minelar,MMR016005
 Foreign Passport,4375,3418,7793,Minelar,MMR016005
 None,6915,6253,13168,Minelar,MMR016005
 Child under 10 years,2973,3037,6010,Minelar,MMR016005
 Total,22266,20802,43068,Minelar,MMR016005
 Citizenship Scrutiny Card (pink),2134,1928,4062,Mine Pauk(ST),MMR016003
 Associate Scrutiny Card (blue),15,13,28,Mine Pauk(ST),MMR016003
 Naturalised Scrutiny Card (green),10,10,20,Mine Pauk(ST),MMR016003
 National Registration Card (3-fold),4,4,8,Mine Pauk(ST),MMR016003
 Religious card,6,3,9,Mine Pauk(ST),MMR016003
 Temporary Registration Card (white),49,44,93,Mine Pauk(ST),MMR016003
 Foreign Registration Card (FRC),92,76,168,Mine Pauk(ST),MMR016003
 Foreign Passport,5,8,13,Mine Pauk(ST),MMR016003
 None,19582,18792,38374,Mine Pauk(ST),MMR016003
 Child under 10 years,6198,6081,12279,Mine Pauk(ST),MMR016003
 Total,28095,26959,55054,Mine Pauk(ST),MMR016003
 Citizenship Scrutiny Card (pink),17771,15112,32883,Minesat,MMR016006
 Associate Scrutiny Card (blue),30,30,60,Minesat,MMR016006
 Naturalised Scrutiny Card (green),26,10,36,Minesat,MMR016006
 National Registration Card (3-fold),39,36,75,Minesat,MMR016006
 Religious card,93,9,102,Minesat,MMR016006
 Temporary Registration Card (white),286,280,566,Minesat,MMR016006
 Foreign Registration Card (FRC),3,1,4,Minesat,MMR016006
 Foreign Passport,6,3,9,Minesat,MMR016006
 None,15506,13646,29152,Minesat,MMR016006
 Child under 10 years,11971,11695,23666,Minesat,MMR016006
 Total,45731,40822,86553,Minesat,MMR016006
 Citizenship Scrutiny Card (pink),12944,11711,24655,Minepyin,MMR016007
 Associate Scrutiny Card (blue),4,5,9,Minepyin,MMR016007
 Naturalised Scrutiny Card (green),22,15,37,Minepyin,MMR016007
 National Registration Card (3-fold),31,17,48,Minepyin,MMR016007
 Religious card,108,5,113,Minepyin,MMR016007
 Temporary Registration Card (white),47,60,107,Minepyin,MMR016007
 Foreign Registration Card (FRC),1,-,1,Minepyin,MMR016007
 Foreign Passport,3,-,3,Minepyin,MMR016007
 None,7183,7894,15077,Minepyin,MMR016007
 Child under 10 years,7087,7012,14099,Minepyin,MMR016007
 Total,27430,26719,54149,Minepyin,MMR016007
 Citizenship Scrutiny Card (pink),6869,5540,12409,Minetung,MMR016008
 Associate Scrutiny Card (blue),-,2,2,Minetung,MMR016008
 Naturalised Scrutiny Card (green),6,4,10,Minetung,MMR016008
 National Registration Card (3-fold),12,8,20,Minetung,MMR016008
 Religious card,52,6,58,Minetung,MMR016008
 Temporary Registration Card (white),54,54,108,Minetung,MMR016008
 None,2300,1663,3963,Minetung,MMR016008
 Child under 10 years,2725,2699,5424,Minetung,MMR016008
 Total,12018,9976,21994,Minetung,MMR016008
 Citizenship Scrutiny Card (pink),5163,4441,9604,Minekoke(ST),MMR016006
 Associate Scrutiny Card (blue),1,1,2,Minekoke(ST),MMR016006
 Naturalised Scrutiny Card (green),4,1,5,Minekoke(ST),MMR016006
 National Registration Card (3-fold),9,8,17,Minekoke(ST),MMR016006
 Religious card,7,-,7,Minekoke(ST),MMR016006
 Temporary Registration Card (white),5,7,12,Minekoke(ST),MMR016006
 Foreign Registration Card (FRC),9,-,9,Minekoke(ST),MMR016006
 Foreign Passport,2,-,2,Minekoke(ST),MMR016006
 None,1558,1369,2927,Minekoke(ST),MMR016006
 Child under 10 years,2785,2726,5511,Minekoke(ST),MMR016006
 Total,9543,8553,18096,Minekoke(ST),MMR016006
 Citizenship Scrutiny Card (pink),4171,3874,8045,Tontar(ST),MMR016007
 Associate Scrutiny Card (blue),-,1,1,Tontar(ST),MMR016007
 Naturalised Scrutiny Card (green),5,2,7,Tontar(ST),MMR016007
 National Registration Card (3-fold),21,31,52,Tontar(ST),MMR016007
 Religious card,9,-,9,Tontar(ST),MMR016007
 Temporary Registration Card (white),5,6,11,Tontar(ST),MMR016007
 Foreign Passport,1,-,1,Tontar(ST),MMR016007
 None,1347,1222,2569,Tontar(ST),MMR016007
 Child under 10 years,2003,1986,3989,Tontar(ST),MMR016007
 Total,7562,7122,14684,Tontar(ST),MMR016007
 Citizenship Scrutiny Card (pink),6990,6310,13300,Ponparkyin(ST),MMR016008
 Associate Scrutiny Card (blue),11,10,21,Ponparkyin(ST),MMR016008
 Naturalised Scrutiny Card (green),17,3,20,Ponparkyin(ST),MMR016008
 National Registration Card (3-fold),32,32,64,Ponparkyin(ST),MMR016008
 Religious card,36,4,40,Ponparkyin(ST),MMR016008
 Temporary Registration Card (white),220,235,455,Ponparkyin(ST),MMR016008
 Foreign Registration Card (FRC),2,1,3,Ponparkyin(ST),MMR016008
 Foreign Passport,15,19,34,Ponparkyin(ST),MMR016008
 None,11248,8453,19701,Ponparkyin(ST),MMR016008
 Child under 10 years,5235,4946,10181,Ponparkyin(ST),MMR016008
 Total,23806,20013,43819,Ponparkyin(ST),MMR016008
 Citizenship Scrutiny Card (pink),361,390,751,Monehta(ST),MMR016008
 Associate Scrutiny Card (blue),-,2,2,Monehta(ST),MMR016008
 Naturalised Scrutiny Card (green),3,-,3,Monehta(ST),MMR016008
 National Registration Card (3-fold),1,-,1,Monehta(ST),MMR016008
 Religious card,4,2,6,Monehta(ST),MMR016008
 Temporary Registration Card (white),46,48,94,Monehta(ST),MMR016008
 Foreign Passport,-,1,1,Monehta(ST),MMR016008
 None,1494,748,2242,Monehta(ST),MMR016008
 Child under 10 years,591,585,1176,Monehta(ST),MMR016008
 Total,2500,1776,4276,Monehta(ST),MMR016008
 Citizenship Scrutiny Card (pink),51150,51674,102824,Tachileik,MMR016009
 Associate Scrutiny Card (blue),64,52,116,Tachileik,MMR016009
 Naturalised Scrutiny Card (green),126,57,183,Tachileik,MMR016009
 National Registration Card (3-fold),240,357,597,Tachileik,MMR016009
 Religious card,531,23,554,Tachileik,MMR016009
 Temporary Registration Card (white),402,349,751,Tachileik,MMR016009
 Foreign Registration Card (FRC),28,9,37,Tachileik,MMR016009
 Foreign Passport,164,79,243,Tachileik,MMR016009
 None,8682,7474,16156,Tachileik,MMR016009
 Child under 10 years,13440,13120,26560,Tachileik,MMR016009
 Total,74827,73194,148021,Tachileik,MMR016009
 Citizenship Scrutiny Card (pink),6728,6175,12903,Talay(ST),MMR016009
 Associate Scrutiny Card (blue),2,1,3,Talay(ST),MMR016009
 Naturalised Scrutiny Card (green),8,5,13,Talay(ST),MMR016009
 National Registration Card (3-fold),37,51,88,Talay(ST),MMR016009
 Religious card,91,-,91,Talay(ST),MMR016009
 Temporary Registration Card (white),17,19,36,Talay(ST),MMR016009
 None,811,656,1467,Talay(ST),MMR016009
 Child under 10 years,1809,1838,3647,Talay(ST),MMR016009
 Total,9503,8745,18248,Talay(ST),MMR016009
 Citizenship Scrutiny Card (pink),4114,3673,7787,Kenglat(ST),MMR016009
 Associate Scrutiny Card (blue),-,2,2,Kenglat(ST),MMR016009
 Naturalised Scrutiny Card (green),7,2,9,Kenglat(ST),MMR016009
 National Registration Card (3-fold),34,40,74,Kenglat(ST),MMR016009
 Religious card,10,-,10,Kenglat(ST),MMR016009
 Temporary Registration Card (white),14,6,20,Kenglat(ST),MMR016009
 Foreign Registration Card (FRC),2,-,2,Kenglat(ST),MMR016009
 None,436,382,818,Kenglat(ST),MMR016009
 Child under 10 years,1177,1145,2322,Kenglat(ST),MMR016009
 Total,5794,5250,11044,Kenglat(ST),MMR016009
 Citizenship Scrutiny Card (pink),10533,9111,19644,Minephyat,MMR016010
 Associate Scrutiny Card (blue),-,2,2,Minephyat,MMR016010
 Naturalised Scrutiny Card (green),8,12,20,Minephyat,MMR016010
 National Registration Card (3-fold),19,26,45,Minephyat,MMR016010
 Religious card,83,-,83,Minephyat,MMR016010
 Temporary Registration Card (white),23,14,37,Minephyat,MMR016010
 Foreign Passport,2,2,4,Minephyat,MMR016010
 None,1781,1492,3273,Minephyat,MMR016010
 Child under 10 years,3760,3688,7448,Minephyat,MMR016010
 Total,16209,14347,30556,Minephyat,MMR016010
 Citizenship Scrutiny Card (pink),10653,9857,20510,Mineyaung,MMR016011
 Associate Scrutiny Card (blue),5,2,7,Mineyaung,MMR016011
 Naturalised Scrutiny Card (green),8,1,9,Mineyaung,MMR016011
 National Registration Card (3-fold),71,70,141,Mineyaung,MMR016011
 Religious card,109,-,109,Mineyaung,MMR016011
 Temporary Registration Card (white),14,7,21,Mineyaung,MMR016011
 Foreign Registration Card (FRC),1,1,2,Mineyaung,MMR016011
 Foreign Passport,1,-,1,Mineyaung,MMR016011
 None,1449,1011,2460,Mineyaung,MMR016011
 Child under 10 years,2099,2200,4299,Mineyaung,MMR016011
 Total,14410,13149,27559,Mineyaung,MMR016011
 Citizenship Scrutiny Card (pink),7916,6419,14335,Mineyu(ST),MMR016011
 Associate Scrutiny Card (blue),47,42,89,Mineyu(ST),MMR016011
 Naturalised Scrutiny Card (green),47,36,83,Mineyu(ST),MMR016011
 National Registration Card (3-fold),15,3,18,Mineyu(ST),MMR016011
 Religious card,21,2,23,Mineyu(ST),MMR016011
 Temporary Registration Card (white),494,480,974,Mineyu(ST),MMR016011
 Foreign Registration Card (FRC),271,167,438,Mineyu(ST),MMR016011
 Foreign Passport,135,85,220,Mineyu(ST),MMR016011
 None,13141,12470,25611,Mineyu(ST),MMR016011
 Child under 10 years,5377,5163,10540,Mineyu(ST),MMR016011
 Total,27464,24867,52331,Mineyu(ST),MMR016011
 Citizenship Scrutiny Card (pink),50364,52091,102455,Kangyidaunt,MMR017002
 Associate Scrutiny Card (blue),49,44,93,Kangyidaunt,MMR017002
 Naturalised Scrutiny Card (green),65,43,108,Kangyidaunt,MMR017002
 National Registration Card (3-fold),123,175,298,Kangyidaunt,MMR017002
 Religious card,448,26,474,Kangyidaunt,MMR017002
 Temporary Registration Card (white),95,48,143,Kangyidaunt,MMR017002
 Foreign Registration Card (FRC),6,10,16,Kangyidaunt,MMR017002
 Foreign Passport,14,11,25,Kangyidaunt,MMR017002
 None,18148,21454,39602,Kangyidaunt,MMR017002
 Child under 10 years,17585,17191,34776,Kangyidaunt,MMR017002
 Total,86897,91093,177990,Kangyidaunt,MMR017002
 Citizenship Scrutiny Card (pink),45690,47338,93028,Kyaungon,MMR017007
 Associate Scrutiny Card (blue),13,12,25,Kyaungon,MMR017007
 Naturalised Scrutiny Card (green),90,63,153,Kyaungon,MMR017007
 National Registration Card (3-fold),236,339,575,Kyaungon,MMR017007
 Religious card,380,19,399,Kyaungon,MMR017007
 Temporary Registration Card (white),96,86,182,Kyaungon,MMR017007
 Foreign Registration Card (FRC),3,1,4,Kyaungon,MMR017007
 Foreign Passport,19,13,32,Kyaungon,MMR017007
 None,16886,21685,38571,Kyaungon,MMR017007
 Child under 10 years,15342,14724,30066,Kyaungon,MMR017007
 Total,78755,84280,163035,Kyaungon,MMR017007
 Citizenship Scrutiny Card (pink),63561,63961,127522,Kyonpyaw,MMR017005
 Associate Scrutiny Card (blue),39,31,70,Kyonpyaw,MMR017005
 Naturalised Scrutiny Card (green),121,72,193,Kyonpyaw,MMR017005
 National Registration Card (3-fold),285,450,735,Kyonpyaw,MMR017005
 Religious card,604,81,685,Kyonpyaw,MMR017005
 Temporary Registration Card (white),56,49,105,Kyonpyaw,MMR017005
 Foreign Registration Card (FRC),-,1,1,Kyonpyaw,MMR017005
 Foreign Passport,11,8,19,Kyonpyaw,MMR017005
 None,26552,35165,61717,Kyonpyaw,MMR017005
 Child under 10 years,22509,22171,44680,Kyonpyaw,MMR017005
 Total,113738,121989,235727,Kyonpyaw,MMR017005
 Citizenship Scrutiny Card (pink),43120,41677,84797,Ngaputaw,MMR017004
 Associate Scrutiny Card (blue),37,26,63,Ngaputaw,MMR017004
 Naturalised Scrutiny Card (green),122,66,188,Ngaputaw,MMR017004
 National Registration Card (3-fold),270,291,561,Ngaputaw,MMR017004
 Religious card,220,7,227,Ngaputaw,MMR017004
 Temporary Registration Card (white),66,35,101,Ngaputaw,MMR017004
 Foreign Registration Card (FRC),1,3,4,Ngaputaw,MMR017004
 Foreign Passport,8,9,17,Ngaputaw,MMR017004
 None,21612,24097,45709,Ngaputaw,MMR017004
 Child under 10 years,18726,18383,37109,Ngaputaw,MMR017004
 Total,84182,84594,168776,Ngaputaw,MMR017004
 Citizenship Scrutiny Card (pink),89111,100919,190030,Pathein,MMR017001
 Associate Scrutiny Card (blue),388,400,788,Pathein,MMR017001
 Naturalised Scrutiny Card (green),325,226,551,Pathein,MMR017001
 National Registration Card (3-fold),401,623,1024,Pathein,MMR017001
 Religious card,1312,218,1530,Pathein,MMR017001
 Temporary Registration Card (white),350,151,501,Pathein,MMR017001
 Foreign Registration Card (FRC),98,83,181,Pathein,MMR017001
 Foreign Passport,41,25,66,Pathein,MMR017001
 None,22653,24525,47178,Pathein,MMR017001
 Child under 10 years,22984,22238,45222,Pathein,MMR017001
 Total,137663,149408,287071,Pathein,MMR017001
 Citizenship Scrutiny Card (pink),30673,34865,65538,Yekyi,MMR017006
 Associate Scrutiny Card (blue),14,21,35,Yekyi,MMR017006
 Naturalised Scrutiny Card (green),45,33,78,Yekyi,MMR017006
 National Registration Card (3-fold),192,338,530,Yekyi,MMR017006
 Religious card,330,35,365,Yekyi,MMR017006
 Temporary Registration Card (white),33,37,70,Yekyi,MMR017006
 Foreign Registration Card (FRC),1,2,3,Yekyi,MMR017006
 Foreign Passport,12,6,18,Yekyi,MMR017006
 None,9353,10978,20331,Yekyi,MMR017006
 Child under 10 years,9154,8948,18102,Yekyi,MMR017006
 Total,49807,55263,105070,Yekyi,MMR017006
 Citizenship Scrutiny Card (pink),41402,40358,81760,Thapaung,MMR017003
 Associate Scrutiny Card (blue),29,24,53,Thapaung,MMR017003
 Naturalised Scrutiny Card (green),82,53,135,Thapaung,MMR017003
 National Registration Card (3-fold),344,505,849,Thapaung,MMR017003
 Religious card,357,21,378,Thapaung,MMR017003
